"","Author","Functions","n"
"5928","Ironholds","shinyServer",2
"5929","Ironholds","shinyUI",2
"5930","Ironholds","sidebarLayout",2
"5931","Ironholds","sidebarMenu",2
"5932","Ironholds","sidebarPanel",2
"5933","Ironholds","sliderInput",2
"5934","Ironholds","source",10
"5935","Ironholds","split",2
"5936","Ironholds","stop",2
"5937","Ironholds","suppressWarnings",4
"5938","Ironholds","Sys.Date",8
"5939","Ironholds","Sys.time",6
"5940","Ironholds","tabItem",2
"5941","Ironholds","tabItems",2
"5942","Ironholds","table",2
"5943","Ironholds","tempfile",2
"5944","Ironholds","titlePanel",2
"5945","Ironholds","toupper",2
"5946","Ironholds","unique",4
"5947","Ironholds","unlist",6
"5948","Ironholds","update_cran_data",2
"5949","Ironholds","update_geo_data",2
"5950","Ironholds","update_mirmon_data",2
"5951","Ironholds","url",2
"5952","Ironholds","user_agent",2
"5953","Ironholds","write.csv",2
"5954","Ironholds","xts",2
"5955","jalapic","aes",4
"5956","jalapic","as.dist",2
"5957","jalapic","as.factor",2
"5958","jalapic","as.integer",2
"5959","jalapic","as.matrix",2
"5960","jalapic","c",4
"5961","jalapic","coord_fixed",2
"5962","jalapic","cor",2
"5963","jalapic","dist",2
"5964","jalapic","element_text",2
"5965","jalapic","geom_boxplot",2
"5966","jalapic","geom_tile",2
"5967","jalapic","get_upper_tri",2
"5968","jalapic","ggplot",4
"5969","jalapic","glmer.nb",2
"5970","jalapic","gof",2
"5971","jalapic","grey",2
"5972","jalapic","hclust",2
"5973","jalapic","head",2
"5974","jalapic","heatmap",2
"5975","jalapic","library",6
"5976","jalapic","lower.tri",2
"5977","jalapic","melt",2
"5978","jalapic","plot",2
"5979","jalapic","print",2
"5980","jalapic","pvclust",2
"5981","jalapic","pvrect",2
"5982","jalapic","read.csv",6
"5983","jalapic","reorder_cormat",2
"5984","jalapic","return",2
"5985","jalapic","rownames",2
"5986","jalapic","scale_color_manual",2
"5987","jalapic","scale_color_viridis",2
"5988","jalapic","scale_fill_manual",2
"5989","jalapic","scale_fill_viridis",4
"5990","jalapic","scale_x_discrete",2
"5991","jalapic","seplot",2
"5992","jalapic","setwd",6
"5993","jalapic","summary",2
"5994","jalapic","theme",2
"5995","jalapic","theme_minimal",2
"5996","jalapic","wilcox.test",2
"5997","jalapic","xlab",2
"5998","jalapic","ylab",2
"5999","jbkunst",".list.rules.party",2
"6000","jbkunst","abs",2
"6001","jbkunst","add_constraint",2
"6002","jbkunst","add_variable",2
"6003","jbkunst","aes",24
"6004","jbkunst","all",2
"6005","jbkunst","anti_join",4
"6006","jbkunst","any",2
"6007","jbkunst","arrange",22
"6008","jbkunst","arrow",2
"6009","jbkunst","as.character",12
"6010","jbkunst","as.data.frame",6
"6011","jbkunst","as.Date",2
"6012","jbkunst","as.integer",2
"6013","jbkunst","as.list",2
"6014","jbkunst","as.matrix.network",2
"6015","jbkunst","as.numeric",8
"6016","jbkunst","as.party",4
"6017","jbkunst","as.POSIXct",2
"6018","jbkunst","as.vector",2
"6019","jbkunst","as_data_frame",10
"6020","jbkunst","as_tibble",4
"6021","jbkunst","assigment_cnts",6
"6022","jbkunst","assigment_rndm",4
"6023","jbkunst","assigment_temp",6
"6024","jbkunst","assigment_vald",6
"6025","jbkunst","atan2",2
"6026","jbkunst","attr",2
"6027","jbkunst","autoInvalidate",2
"6028","jbkunst","basename",4
"6029","jbkunst","bind_cols",4
"6030","jbkunst","bind_rows",4
"6031","jbkunst","bind_tf_idf",2
"6032","jbkunst","box",2
"6033","jbkunst","boxplot.stats",2
"6034","jbkunst","br",2
"6035","jbkunst","by_row",2
"6036","jbkunst","c",46
"6037","jbkunst","cat",2
"6038","jbkunst","cbind",4
"6039","jbkunst","ceiling",2
"6040","jbkunst","checkboxInput",2
"6041","jbkunst","chessboardjsOutput",2
"6042","jbkunst","class",2
"6043","jbkunst","clean_data",2
"6044","jbkunst","clean_df",2
"6045","jbkunst","clean_names",8
"6046","jbkunst","clnrule",2
"6047","jbkunst","color_stops",2
"6048","jbkunst","colorize_vector",2
"6049","jbkunst","column",4
"6050","jbkunst","comma",2
"6051","jbkunst","complete.cases",2
"6052","jbkunst","content",4
"6053","jbkunst","coord_equal",6
"6054","jbkunst","count",26
"6055","jbkunst","ctree",2
"6056","jbkunst","ctree_control",2
"6057","jbkunst","cumsum",4
"6058","jbkunst","dashboardBody",4
"6059","jbkunst","dashboardHeader",4
"6060","jbkunst","dashboardPage",4
"6061","jbkunst","dashboardSidebar",4
"6062","jbkunst","data",12
"6063","jbkunst","data.frame",2
"6064","jbkunst","data_frame",28
"6065","jbkunst","date",4
"6066","jbkunst","datetime_to_timestamp",4
"6067","jbkunst","depth",2
"6068","jbkunst","desc",10
"6069","jbkunst","diag",2
"6070","jbkunst","dir",12
"6071","jbkunst","dir.create",6
"6072","jbkunst","distinct",8
"6073","jbkunst","dmap",2
"6074","jbkunst","dmap_if",6
"6075","jbkunst","do",4
"6076","jbkunst","do.call",2
"6077","jbkunst","download.file",2
"6078","jbkunst","duplicated",2
"6079","jbkunst","ecdf",2
"6080","jbkunst","element_line",4
"6081","jbkunst","element_rect",4
"6082","jbkunst","element_text",4
"6083","jbkunst","everything",6
"6084","jbkunst","expand_limits",4
"6085","jbkunst","export_hc",2
"6086","jbkunst","facet_wrap",6
"6087","jbkunst","factor",12
"6088","jbkunst","fen",2
"6089","jbkunst","file.exists",10
"6090","jbkunst","file.path",4
"6091","jbkunst","filter",44
"6092","jbkunst","first",6
"6093","jbkunst","fluidPage",4
"6094","jbkunst","fluidRow",6
"6095","jbkunst","forceNetwork",2
"6096","jbkunst","format",2
"6097","jbkunst","fromJSON",6
"6098","jbkunst","full_join",4
"6099","jbkunst","fun",2
"6100","jbkunst","gather",4
"6101","jbkunst","gc",6
"6102","jbkunst","geocode",2
"6103","jbkunst","geom_curve",2
"6104","jbkunst","geom_histogram",2
"6105","jbkunst","geom_hline",2
"6106","jbkunst","geom_line",8
"6107","jbkunst","geom_path",6
"6108","jbkunst","geom_point",14
"6109","jbkunst","geom_segment",4
"6110","jbkunst","geom_smooth",2
"6111","jbkunst","geom_text",2
"6112","jbkunst","get",2
"6113","jbkunst","GET",4
"6114","jbkunst","get_map",2
"6115","jbkunst","get_rank",6
"6116","jbkunst","get_sentiments",2
"6117","jbkunst","get_solution",2
"6118","jbkunst","get_urls_date",2
"6119","jbkunst","ggmap",2
"6120","jbkunst","ggplot",24
"6121","jbkunst","ggsave",6
"6122","jbkunst","ggtitle",4
"6123","jbkunst","glimpse",26
"6124","jbkunst","grepl",4
"6125","jbkunst","group_by",18
"6126","jbkunst","gsheet2tbl",2
"6127","jbkunst","gsub",2
"6128","jbkunst","h2",2
"6129","jbkunst","h3",2
"6130","jbkunst","has_name",2
"6131","jbkunst","hc_add_series",2
"6132","jbkunst","hc_add_series_list",2
"6133","jbkunst","hc_add_theme",2
"6134","jbkunst","hc_chart",2
"6135","jbkunst","hc_colorAxis",2
"6136","jbkunst","hc_legend",2
"6137","jbkunst","hc_plotOptions",4
"6138","jbkunst","hc_theme_null",2
"6139","jbkunst","hc_theme_smpl",2
"6140","jbkunst","hc_tooltip",4
"6141","jbkunst","hc_xAxis",6
"6142","jbkunst","hc_yAxis",4
"6143","jbkunst","hcaes",2
"6144","jbkunst","hchart",8
"6145","jbkunst","head",20
"6146","jbkunst","hex_to_rgba",4
"6147","jbkunst","highchart",4
"6148","jbkunst","highchartOutput",2
"6149","jbkunst","hour",2
"6150","jbkunst","html_attr",4
"6151","jbkunst","html_node",4
"6152","jbkunst","html_nodes",4
"6153","jbkunst","html_table",4
"6154","jbkunst","html_text",4
"6155","jbkunst","icon",2
"6156","jbkunst","iconv",2
"6157","jbkunst","idb_api_key",4
"6158","jbkunst","idb1",4
"6159","jbkunst","ifelse",24
"6160","jbkunst","img",2
"6161","jbkunst","import",4
"6162","jbkunst","includeMarkdown",2
"6163","jbkunst","inner_join",2
"6164","jbkunst","install.packages",2
"6165","jbkunst","install_github",2
"6166","jbkunst","intersect",2
"6167","jbkunst","invalidateLater",2
"6168","jbkunst","is",2
"6169","jbkunst","is.Date",2
"6170","jbkunst","is.na",14
"6171","jbkunst","is_out",2
"6172","jbkunst","J48",4
"6173","jbkunst","JS",2
"6174","jbkunst","kmeans",2
"6175","jbkunst","labs",4
"6176","jbkunst","last",4
"6177","jbkunst","ldply",2
"6178","jbkunst","left_join",24
"6179","jbkunst","length",14
"6180","jbkunst","library",68
"6181","jbkunst","list",12
"6182","jbkunst","list.parse",2
"6183","jbkunst","list.parse2",2
"6184","jbkunst","list.parse3",2
"6185","jbkunst","load",4
"6186","jbkunst","load_data",2
"6187","jbkunst","logjs",2
"6188","jbkunst","ls",52
"6189","jbkunst","make_bbox",2
"6190","jbkunst","map",20
"6191","jbkunst","map_at",2
"6192","jbkunst","map_chr",4
"6193","jbkunst","map_dbl",4
"6194","jbkunst","map_df",16
"6195","jbkunst","map_if",2
"6196","jbkunst","map_int",2
"6197","jbkunst","map2",2
"6198","jbkunst","map2_df",2
"6199","jbkunst","margin",4
"6200","jbkunst","matrix",2
"6201","jbkunst","max",4
"6202","jbkunst","median",6
"6203","jbkunst","melt",2
"6204","jbkunst","menuItem",2
"6205","jbkunst","message",24
"6206","jbkunst","min",2
"6207","jbkunst","MIPModel",2
"6208","jbkunst","move",2
"6209","jbkunst","moves",2
"6210","jbkunst","mutate",52
"6211","jbkunst","mutate_at",6
"6212","jbkunst","mutate_if",4
"6213","jbkunst","n",2
"6214","jbkunst","na.omit",2
"6215","jbkunst","names",30
"6216","jbkunst","nchar",2
"6217","jbkunst","net.calculate.attractive",2
"6218","jbkunst","net.calculate.repulsive",2
"6219","jbkunst","net.fix",2
"6220","jbkunst","net.plot",2
"6221","jbkunst","net.update.positions",2
"6222","jbkunst","network",2
"6223","jbkunst","new",2
"6224","jbkunst","new_context",2
"6225","jbkunst","newvalue",2
"6226","jbkunst","nodeids",2
"6227","jbkunst","nrow",16
"6228","jbkunst","observe",2
"6229","jbkunst","options",8
"6230","jbkunst","order",2
"6231","jbkunst","paste",6
"6232","jbkunst","paste0",24
"6233","jbkunst","plot",8
"6234","jbkunst","plotOutput",2
"6235","jbkunst","preferences2",2
"6236","jbkunst","print",10
"6237","jbkunst","process_kill",2
"6238","jbkunst","process_read",2
"6239","jbkunst","process_write",2
"6240","jbkunst","pull",4
"6241","jbkunst","quantile",6
"6242","jbkunst","rbind",4
"6243","jbkunst","rbind.fill",2
"6244","jbkunst","reactive",2
"6245","jbkunst","reactiveTimer",2
"6246","jbkunst","read.csv",4
"6247","jbkunst","read.table",2
"6248","jbkunst","read_csv",6
"6249","jbkunst","read_excel",2
"6250","jbkunst","read_html",8
"6251","jbkunst","read_lines",2
"6252","jbkunst","read_tsv",2
"6253","jbkunst","readRDS",20
"6254","jbkunst","reduce",4
"6255","jbkunst","rename",12
"6256","jbkunst","renderChessboardjs",2
"6257","jbkunst","renderHighchart",2
"6258","jbkunst","renderPlot",2
"6259","jbkunst","renderPrint",2
"6260","jbkunst","renderText",2
"6261","jbkunst","rep",6
"6262","jbkunst","return",18
"6263","jbkunst","rm",52
"6264","jbkunst","rmvnorm",2
"6265","jbkunst","rnorm",4
"6266","jbkunst","round",4
"6267","jbkunst","row_number",2
"6268","jbkunst","rowSums",2
"6269","jbkunst","rowwise",2
"6270","jbkunst","rpart",2
"6271","jbkunst","rpart.control",2
"6272","jbkunst","rt",2
"6273","jbkunst","runif",2
"6274","jbkunst","sample",18
"6275","jbkunst","sample_frac",4
"6276","jbkunst","sample_n",6
"6277","jbkunst","save",6
"6278","jbkunst","saveRDS",22
"6279","jbkunst","scale_color_manual",4
"6280","jbkunst","scale_color_viridis",2
"6281","jbkunst","scale_x_log10",6
"6282","jbkunst","scale_y_comma",4
"6283","jbkunst","scale_y_continuous",2
"6284","jbkunst","scale_y_log10",4
"6285","jbkunst","script",2
"6286","jbkunst","select",38
"6287","jbkunst","selectInput",2
"6288","jbkunst","semi_join",4
"6289","jbkunst","separate",4
"6290","jbkunst","seq",6
"6291","jbkunst","seq_along",2
"6292","jbkunst","seq_len",2
"6293","jbkunst","set",4
"6294","jbkunst","set.seed",8
"6295","jbkunst","set_names",2
"6296","jbkunst","set_objective",2
"6297","jbkunst","setdiff",8
"6298","jbkunst","setNames",8
"6299","jbkunst","shinyApp",4
"6300","jbkunst","shinyServer",4
"6301","jbkunst","shinytheme",4
"6302","jbkunst","shinyUI",4
"6303","jbkunst","sidebarMenu",2
"6304","jbkunst","sign",2
"6305","jbkunst","sin",2
"6306","jbkunst","singularize",2
"6307","jbkunst","sliderInput",4
"6308","jbkunst","solve_model",2
"6309","jbkunst","sort",2
"6310","jbkunst","source",16
"6311","jbkunst","source_url",4
"6312","jbkunst","spawn_process",2
"6313","jbkunst","split",2
"6314","jbkunst","spread",6
"6315","jbkunst","sprintf",10
"6316","jbkunst","sqrt",2
"6317","jbkunst","starts_with",2
"6318","jbkunst","str",2
"6319","jbkunst","str_clean_country",2
"6320","jbkunst","str_clean_spaces",2
"6321","jbkunst","str_detect",6
"6322","jbkunst","str_extract",8
"6323","jbkunst","str_locate",2
"6324","jbkunst","str_pad",2
"6325","jbkunst","str_replace",10
"6326","jbkunst","str_replace_all",12
"6327","jbkunst","str_split",6
"6328","jbkunst","str_split_fixed",2
"6329","jbkunst","str_to_id",2
"6330","jbkunst","str_to_lower",8
"6331","jbkunst","str_to_title",4
"6332","jbkunst","str_trim",8
"6333","jbkunst","stri_trans_general",2
"6334","jbkunst","subset",2
"6335","jbkunst","sum",16
"6336","jbkunst","sum_expr",2
"6337","jbkunst","summ",2
"6338","jbkunst","summarise",16
"6339","jbkunst","summarize",2
"6340","jbkunst","summary",4
"6341","jbkunst","suppressPackageStartupMessages",2
"6342","jbkunst","Sys.setenv",2
"6343","jbkunst","Sys.time",4
"6344","jbkunst","t",2
"6345","jbkunst","tabItem",2
"6346","jbkunst","tabItems",2
"6347","jbkunst","table",6
"6348","jbkunst","tagList",2
"6349","jbkunst","tail",8
"6350","jbkunst","tbl_df",20
"6351","jbkunst","td",2
"6352","jbkunst","tempfile",2
"6353","jbkunst","textOutput",2
"6354","jbkunst","th",2
"6355","jbkunst","theme",10
"6356","jbkunst","theme_gray",2
"6357","jbkunst","theme_ipsum",4
"6358","jbkunst","theme_jbk",2
"6359","jbkunst","theme_null",4
"6360","jbkunst","theme_set",6
"6361","jbkunst","tidy",4
"6362","jbkunst","toJSON",4
"6363","jbkunst","tolower",12
"6364","jbkunst","tr",2
"6365","jbkunst","transpose",2
"6366","jbkunst","tree_list",4
"6367","jbkunst","try",10
"6368","jbkunst","turn",2
"6369","jbkunst","ungroup",16
"6370","jbkunst","unique",12
"6371","jbkunst","unit",2
"6372","jbkunst","unlink",2
"6373","jbkunst","unlist",8
"6374","jbkunst","unnest_tokens",2
"6375","jbkunst","unz",2
"6376","jbkunst","useShinyjs",2
"6377","jbkunst","validate_address_usps",2
"6378","jbkunst","vars",6
"6379","jbkunst","View",2
"6380","jbkunst","visEdges",2
"6381","jbkunst","visInteraction",2
"6382","jbkunst","visNetwork",2
"6383","jbkunst","visPhysics",2
"6384","jbkunst","weight",2
"6385","jbkunst","weightedMedian",2
"6386","jbkunst","which",2
"6387","jbkunst","with_ROI",2
"6388","jbkunst","write_csv",2
"6389","jbkunst","writeLines",4
"6390","jbkunst","xlim",4
"6391","jbkunst","ylim",4
"6392","jbkunst","ymd",4
"6393","jbkunst","ymd_h",2
"6394","jcheng5",".hash",2
"6395","jcheng5",".rs.getProjectDirectory",2
"6396","jcheng5","a",2
"6397","jcheng5","abline",2
"6398","jcheng5","acast",2
"6399","jcheng5","actionButton",40
"6400","jcheng5","add_2",2
"6401","jcheng5","addCircleMarkers",4
"6402","jcheng5","addCircles",2
"6403","jcheng5","addLegend",6
"6404","jcheng5","addPolygons",2
"6405","jcheng5","addTiles",8
"6406","jcheng5","aes",34
"6407","jcheng5","aes_string",58
"6408","jcheng5","all",2
"6409","jcheng5","alpha",2
"6410","jcheng5","animationOptions",2
"6411","jcheng5","any",4
"6412","jcheng5","arrange",8
"6413","jcheng5","as.character",12
"6414","jcheng5","as.data.frame",6
"6415","jcheng5","as.Date",8
"6416","jcheng5","as.integer",4
"6417","jcheng5","as.list",4
"6418","jcheng5","as.numeric",10
"6419","jcheng5","as.POSIXct",2
"6420","jcheng5","available.packages",2
"6421","jcheng5","basicPage",8
"6422","jcheng5","bind_cols",2
"6423","jcheng5","bind_rows",2
"6424","jcheng5","bit",2
"6425","jcheng5","bitwShiftL",2
"6426","jcheng5","bookmarkButton",8
"6427","jcheng5","bootstrapPage",2
"6428","jcheng5","box",4
"6429","jcheng5","br",36
"6430","jcheng5","brushed",2
"6431","jcheng5","brushedPoints",14
"6432","jcheng5","brushOpts",12
"6433","jcheng5","bubbles",2
"6434","jcheng5","bubblesOutput",2
"6435","jcheng5","c",92
"6436","jcheng5","callModule",8
"6437","jcheng5","cat",4
"6438","jcheng5","ceiling",2
"6439","jcheng5","ceiling_date",6
"6440","jcheng5","character",8
"6441","jcheng5","checkboxGroupInput",28
"6442","jcheng5","checkboxInput",52
"6443","jcheng5","clickOpts",6
"6444","jcheng5","close",2
"6445","jcheng5","colLookup",2
"6446","jcheng5","colorBin",4
"6447","jcheng5","colorNumeric",2
"6448","jcheng5","column",20
"6449","jcheng5","commandArgs",2
"6450","jcheng5","commandInput",2
"6451","jcheng5","conditionalPanel",2
"6452","jcheng5","coord_map",2
"6453","jcheng5","count",6
"6454","jcheng5","cran_downloads",6
"6455","jcheng5","createUniqueId",2
"6456","jcheng5","credentials",2
"6457","jcheng5","csv_files",2
"6458","jcheng5","current_x",2
"6459","jcheng5","d3heatmap",2
"6460","jcheng5","daily_downloads",6
"6461","jcheng5","dashboardBody",4
"6462","jcheng5","dashboardHeader",4
"6463","jcheng5","dashboardPage",4
"6464","jcheng5","dashboardSidebar",4
"6465","jcheng5","data",6
"6466","jcheng5","data.frame",12
"6467","jcheng5","dataset",10
"6468","jcheng5","dataset_chooser_UI",4
"6469","jcheng5","dataset_plotter_UI",2
"6470","jcheng5","dataset_summarizer_UI",4
"6471","jcheng5","datatable",46
"6472","jcheng5","dataTableOutput",46
"6473","jcheng5","dataTableProxy",2
"6474","jcheng5","dateRangeInput",4
"6475","jcheng5","dbConnect",2
"6476","jcheng5","dbDisconnect",2
"6477","jcheng5","dbGetQuery",2
"6478","jcheng5","dblclickOpts",2
"6479","jcheng5","dbWriteTable",2
"6480","jcheng5","debounce",2
"6481","jcheng5","debounced_data",2
"6482","jcheng5","desc",4
"6483","jcheng5","dialogPage",4
"6484","jcheng5","diff",10
"6485","jcheng5","difftime",10
"6486","jcheng5","digest",2
"6487","jcheng5","dim",2
"6488","jcheng5","dir",2
"6489","jcheng5","dir.create",2
"6490","jcheng5","dist",2
"6491","jcheng5","div",8
"6492","jcheng5","dlCount",2
"6493","jcheng5","do.call",6
"6494","jcheng5","doBookmark",2
"6495","jcheng5","docs",8
"6496","jcheng5","downloadButton",4
"6497","jcheng5","downloadCount",2
"6498","jcheng5","downloadHandler",4
"6499","jcheng5","dyAnnotation",2
"6500","jcheng5","dyAxis",2
"6501","jcheng5","dygraph",2
"6502","jcheng5","dyRangeSelector",2
"6503","jcheng5","dyRoller",2
"6504","jcheng5","dyShading",2
"6505","jcheng5","emptyenv",4
"6506","jcheng5","eventReactive",8
"6507","jcheng5","exists",2
"6508","jcheng5","expand_limits",4
"6509","jcheng5","facet_grid",2
"6510","jcheng5","factor",26
"6511","jcheng5","features",8
"6512","jcheng5","file.exists",4
"6513","jcheng5","file.path",4
"6514","jcheng5","fileInput",8
"6515","jcheng5","filter",56
"6516","jcheng5","fixedPage",2
"6517","jcheng5","fixedRow",2
"6518","jcheng5","fluidPage",118
"6519","jcheng5","fluidRow",22
"6520","jcheng5","forceNetwork",2
"6521","jcheng5","formatC",6
"6522","jcheng5","fromJSON",2
"6523","jcheng5","full_data",6
"6524","jcheng5","gapModuleUI",2
"6525","jcheng5","gather",2
"6526","jcheng5","geom_histogram",6
"6527","jcheng5","geom_hline",10
"6528","jcheng5","geom_jitter",2
"6529","jcheng5","geom_line",20
"6530","jcheng5","geom_point",80
"6531","jcheng5","geom_polygon",2
"6532","jcheng5","geom_smooth",12
"6533","jcheng5","get",4
"6534","jcheng5","get_opts",2
"6535","jcheng5","getDefaultReactiveDomain",2
"6536","jcheng5","getOption",4
"6537","jcheng5","getPackratLibDir",2
"6538","jcheng5","getRversion",2
"6539","jcheng5","getwd",2
"6540","jcheng5","ggplot",92
"6541","jcheng5","glob2rx",2
"6542","jcheng5","globejs",2
"6543","jcheng5","grep",4
"6544","jcheng5","grepl",2
"6545","jcheng5","grid",2
"6546","jcheng5","group_by",16
"6547","jcheng5","h1",6
"6548","jcheng5","h2",2
"6549","jcheng5","h3",8
"6550","jcheng5","h4",14
"6551","jcheng5","head",14
"6552","jcheng5","headerPanel",2
"6553","jcheng5","heatmap",2
"6554","jcheng5","hist",2
"6555","jcheng5","hoverOpts",2
"6556","jcheng5","hr",30
"6557","jcheng5","HTML",26
"6558","jcheng5","htmlTemplate",2
"6559","jcheng5","I",2
"6560","jcheng5","icon",4
"6561","jcheng5","identical",2
"6562","jcheng5","ifelse",6
"6563","jcheng5","iframe",4
"6564","jcheng5","includeHTML",2
"6565","jcheng5","input",2
"6566","jcheng5","install.packages",2
"6567","jcheng5","install_github",2
"6568","jcheng5","interactive",4
"6569","jcheng5","invalidateLater",8
"6570","jcheng5","invisible",6
"6571","jcheng5","is.data.frame",2
"6572","jcheng5","is.na",6
"6573","jcheng5","is.null",20
"6574","jcheng5","isolate",16
"6575","jcheng5","labs",52
"6576","jcheng5","lapply",16
"6577","jcheng5","latestSchoolNames",2
"6578","jcheng5","leaflet",8
"6579","jcheng5","leafletOutput",6
"6580","jcheng5","left_join",2
"6581","jcheng5","legend",2
"6582","jcheng5","length",10
"6583","jcheng5","levels",2
"6584","jcheng5","library",162
"6585","jcheng5","list",58
"6586","jcheng5","list.files",6
"6587","jcheng5","load",62
"6588","jcheng5","loadedNamespaces",2
"6589","jcheng5","loadMerged",2
"6590","jcheng5","local",4
"6591","jcheng5","log",2
"6592","jcheng5","log2",2
"6593","jcheng5","logical",2
"6594","jcheng5","mainPanel",80
"6595","jcheng5","manageSession",2
"6596","jcheng5","mapply",2
"6597","jcheng5","max",6
"6598","jcheng5","mean",8
"6599","jcheng5","mean_x",2
"6600","jcheng5","mean_y",2
"6601","jcheng5","med",2
"6602","jcheng5","median",6
"6603","jcheng5","melt",2
"6604","jcheng5","menuItem",2
"6605","jcheng5","message",2
"6606","jcheng5","min",24
"6607","jcheng5","month",10
"6608","jcheng5","movies_module_UI",2
"6609","jcheng5","movies_sample",24
"6610","jcheng5","movies_subset",28
"6611","jcheng5","movies_with_type",2
"6612","jcheng5","mutate",26
"6613","jcheng5","n",2
"6614","jcheng5","n_col",2
"6615","jcheng5","names",16
"6616","jcheng5","ncol",2
"6617","jcheng5","nearPoints",6
"6618","jcheng5","need",4
"6619","jcheng5","new",2
"6620","jcheng5","new.env",4
"6621","jcheng5","newLines",2
"6622","jcheng5","normalized",2
"6623","jcheng5","normalizePath",2
"6624","jcheng5","now",6
"6625","jcheng5","nrow",46
"6626","jcheng5","ns",10
"6627","jcheng5","NS",10
"6628","jcheng5","numeric",6
"6629","jcheng5","numericInput",34
"6630","jcheng5","nzchar",2
"6631","jcheng5","observe",22
"6632","jcheng5","observeEvent",42
"6633","jcheng5","on",2
"6634","jcheng5","on.exit",8
"6635","jcheng5","onBookmark",4
"6636","jcheng5","onRestore",4
"6637","jcheng5","onSessionEnded",2
"6638","jcheng5","options",2
"6639","jcheng5","p",10
"6640","jcheng5","packageData",2
"6641","jcheng5","packages",6
"6642","jcheng5","packageStream",2
"6643","jcheng5","packageVersion",2
"6644","jcheng5","pageWithSidebar",2
"6645","jcheng5","pal",6
"6646","jcheng5","parcoords",2
"6647","jcheng5","parse_date_time",4
"6648","jcheng5","parseDefns",2
"6649","jcheng5","parseQueryString",2
"6650","jcheng5","paste",48
"6651","jcheng5","paste0",38
"6652","jcheng5","peq",2
"6653","jcheng5","pkgData",2
"6654","jcheng5","pkgStream",2
"6655","jcheng5","plot",4
"6656","jcheng5","plotOutput",98
"6657","jcheng5","points",2
"6658","jcheng5","pretty_plot_title",18
"6659","jcheng5","print",8
"6660","jcheng5","qplot",2
"6661","jcheng5","quakes_subset",4
"6662","jcheng5","R.home",2
"6663","jcheng5","radioButtons",2
"6664","jcheng5","range",4
"6665","jcheng5","rawToInt",2
"6666","jcheng5","rbind",6
"6667","jcheng5","reactive",84
"6668","jcheng5","reactivePoll",2
"6669","jcheng5","reactiveValues",18
"6670","jcheng5","read.csv",22
"6671","jcheng5","read_csv",2
"6672","jcheng5","readBin",2
"6673","jcheng5","readLines",6
"6674","jcheng5","readOGR",2
"6675","jcheng5","readRDS",10
"6676","jcheng5","Reduce",2
"6677","jcheng5","reducePast",2
"6678","jcheng5","rename",8
"6679","jcheng5","renderBubbles",2
"6680","jcheng5","renderDataTable",46
"6681","jcheng5","renderLeaflet",6
"6682","jcheng5","renderPlot",96
"6683","jcheng5","renderPrint",22
"6684","jcheng5","renderTable",6
"6685","jcheng5","renderText",32
"6686","jcheng5","renderUI",44
"6687","jcheng5","renderValueBox",2
"6688","jcheng5","rep",2
"6689","jcheng5","rep_len",2
"6690","jcheng5","req",42
"6691","jcheng5","require",2
"6692","jcheng5","requireNamespace",2
"6693","jcheng5","restart",2
"6694","jcheng5","restore",4
"6695","jcheng5","return",20
"6696","jcheng5","rm",2
"6697","jcheng5","rnorm",2
"6698","jcheng5","round",12
"6699","jcheng5","rownames",2
"6700","jcheng5","runApp",6
"6701","jcheng5","sample",2
"6702","jcheng5","sample.int",2
"6703","jcheng5","sample_n",24
"6704","jcheng5","sapply",10
"6705","jcheng5","save",4
"6706","jcheng5","saveRDS",2
"6707","jcheng5","scale",2
"6708","jcheng5","script",4
"6709","jcheng5","select",18
"6710","jcheng5","selected_data",2
"6711","jcheng5","selectInput",66
"6712","jcheng5","selectRows",2
"6713","jcheng5","sendCustomMessage",2
"6714","jcheng5","setBookmarkExclude",4
"6715","jcheng5","setHook",2
"6716","jcheng5","setNames",2
"6717","jcheng5","setRefClass",2
"6718","jcheng5","setwd",2
"6719","jcheng5","sg_axis_x",2
"6720","jcheng5","sg_fill_brewer",2
"6721","jcheng5","shinyApp",126
"6722","jcheng5","shinyServer",4
"6723","jcheng5","shinytheme",2
"6724","jcheng5","shinyUI",4
"6725","jcheng5","show_data",2
"6726","jcheng5","shQuote",2
"6727","jcheng5","sidebarLayout",68
"6728","jcheng5","sidebarMenu",2
"6729","jcheng5","sidebarPanel",80
"6730","jcheng5","singleton",2
"6731","jcheng5","size",2
"6732","jcheng5","slice",2
"6733","jcheng5","sliderInput",62
"6734","jcheng5","socketConnection",2
"6735","jcheng5","sort",2
"6736","jcheng5","source",18
"6737","jcheng5","sprintf",8
"6738","jcheng5","SQLite",2
"6739","jcheng5","sqrt",2
"6740","jcheng5","stop",4
"6741","jcheng5","stopApp",2
"6742","jcheng5","stopifnot",2
"6743","jcheng5","str",2
"6744","jcheng5","str_replace_all",42
"6745","jcheng5","streamgraph",2
"6746","jcheng5","stri_trans_totitle",2
"6747","jcheng5","strong",4
"6748","jcheng5","strsplit",8
"6749","jcheng5","structure",2
"6750","jcheng5","style",4
"6751","jcheng5","sub",4
"6752","jcheng5","subset_data",6
"6753","jcheng5","sum",8
"6754","jcheng5","summarise",12
"6755","jcheng5","summary",14
"6756","jcheng5","suppressWarnings",2
"6757","jcheng5","surround",2
"6758","jcheng5","switch",4
"6759","jcheng5","symbols",2
