"autor","funkcja"
"Hin-Tak Leung","as"
"Hin-Tak Leung","callNextMethod"
"Hin-Tak Leung","sys.parent"
"Hin-Tak Leung","tolower"
"Hin-Tak Leung","pchisq"
"Hin-Tak Leung","qbeta"
"Hin-Tak Leung","qchisq"
"Hin-Tak Leung","model.weights"
"Hin-Tak Leung","terms"
"Hin-Tak Leung","abline"
"Hin-Tak Leung","legend"
"Hin-Tak Leung","plot"
"Hin-Tak Leung","points"
"Hin-Tak Leung","polygon"
"Hin-Tak Leung","new"
"Hin-Tak Leung","intersect"
"Hin-Tak Leung","representation"
"Hin-Tak Leung","setAs"
"Hin-Tak Leung","setClass"
"Hin-Tak Leung","setGeneric"
"Hin-Tak Leung","download.file"
"Hin-Tak Leung","read.table"
"Hin-Tak Leung","setMethod"
"Hin-Tak Leung","setOldClass"
"Hin-Tak Leung","signature"
"Hin-Tak Leung","slot"
"Oscar Reina","as.matrix"
"Oscar Reina","by"
"Oscar Reina","c"
"Oscar Reina","tail"
"Oscar Reina","procrustes"
"Oscar Reina","stress"
"Oscar Reina","cat"
"Oscar Reina","col"
"Oscar Reina","diag"
"Oscar Reina","do.call"
"Oscar Reina","gsub"
"Oscar Reina","ifelse"
"Oscar Reina","var"
"Oscar Reina","isoMDS"
"Oscar Reina","mclapply"
"Oscar Reina","mergeMDS"
"Oscar Reina","splitDistGPS"
"Oscar Reina","splitMDS"
"Oscar Reina","is.na"
"Oscar Reina","length"
"Oscar Reina","list"
"Oscar Reina","matrix"
"Oscar Reina","ncol"
"Oscar Reina","nrow"
"Oscar Reina","order"
"Oscar Reina","paste"
"Oscar Reina","return"
"Oscar Reina","rev"
"Oscar Reina","row"
"Oscar Reina","rownames"
"Oscar Reina","sapply"
"Oscar Reina","standardGeneric"
"Oscar Reina","stop"
"Oscar Reina","strsplit"
"Oscar Reina","sub"
"Oscar Reina","sum"
"Oscar Reina","svd"
"Oscar Reina","t"
"Oscar Reina","tapply"
"Oscar Reina","unique"
"Oscar Reina","unlist"
"Oscar Reina","upper.tri"
"Oscar Reina","which.max"
"Oscar Reina","new"
"Oscar Reina","setGeneric"
"Oscar Reina","targetf"
"Oscar Reina","Rle"
"Oscar Reina","RleList"
"Oscar Reina","uniqueCount"
"Oscar Reina","width"
"Oscar Reina","summary"
"Oscar Reina","warning"
"Oscar Reina","which"
"Oscar Reina","sqrt"
"Oscar Reina","table"
"Oscar Reina","vector"
"Oscar Reina","colors"
"Oscar Reina","terrain.colors"
"Oscar Reina","cor"
"Oscar Reina","dist"
"Oscar Reina","coef"
"Oscar Reina","fitted"
"Oscar Reina","arrows"
"Oscar Reina","plot"
"Oscar Reina","text"
"Oscar Reina","points"
"Oscar Reina","rainbow"
"Oscar Reina","setMethod"
"Oscar Reina","setdiff"
"Oscar Reina","boxplot"
"Oscar Reina","geneSetGPS"
"Oscar Reina","signature"
"Oscar Reina","slotNames"
"Oscar Reina","setOldClass"
"Oscar Reina","download.file"
"Oscar Reina","read.csv"
"Oscar Reina","intersect"
"Oscar Reina","lm"
"Oscar Reina","which.min"
"Jan Janecka","append"
"Jan Janecka","c"
"Jan Janecka","close"
"Jan Janecka","chromDraw"
"Jan Janecka","convertInputColors"
"Jan Janecka","file"
"Jan Janecka","file.path"
"Jan Janecka","getwd"
"Jan Janecka","length"
"Jan Janecka","missing"
"Jan Janecka","names"
"Jan Janecka",".Call"
"Jan Janecka","convertInputData"
"Jan Janecka","mcols"
"Jan Janecka","ranges"
"Jan Janecka","seqnames"
"Jan Janecka","options"
"Jan Janecka","paste"
"Jan Janecka","split"
"Jan Janecka","writeLines"
"Jan Janecka","end"
"Jan Janecka","start"
"Tim F.","as.character"
"Tim F.","as.numeric"
"Tim F.","c"
"Tim F.","data"
"Tim F.","calculateCytoband"
"Tim F.","calculateLimits"
"Tim F.","ceiling"
"Tim F.","grep"
"Tim F.","inherits"
"Tim F.","is.null"
"Tim F.","lapply"
"Tim F.","length"
"Tim F.","new"
"Tim F.","na.omit"
"Tim F.","chrHeatMap"
"Tim F.","createChrMatrix"
"Tim F.","getAnnMap"
"Tim F.","paintCytobands"
"Tim F.","track"
"Tim F.","list"
"Tim F.","max"
"Tim F.","message"
"Tim F.","min"
"Tim F.","missing"
"Tim F.","names"
"Tim F.","nchar"
"Tim F.","nrow"
"Tim F.","order"
"Tim F.","paste"
"Tim F.","require"
"Tim F.","return"
"Tim F.","rm"
"Tim F.","sprintf"
"Tim F.","stop"
"Tim F.","stopifnot"
"Tim F.","substr"
"Tim F.","tolower"
"Tim F.","unlist"
"Tim F.","vector"
"Tim F.","rep"
"Tim F.","rowMeans"
"Tim F.","rownames"
"Tim F.","sapply"
"Tim F.","setGeneric"
"Tim F.","seq"
"Tim F.","t"
"Tim F.","warning"
"Tim F.","as.dendrogram"
"Tim F.","order.dendrogram"
"Tim F.","quantile"
"Tim F.","reorder"
"Tim F.","lines"
"Tim F.","polygon"
"Tim F.","rect"
"Tim F.","symbols"
"Tim F.","text"
"Tim F.","yinch"
"Tim F.","gray"
"Tim F.","setMethod"
"Tim F.","union"
"Tim F.","locator"
"Tim F.","getData"
"Tim F.","signature"
"Ricardo A.","any"
"Ricardo A.","as.list"
"Ricardo A.","attr"
"Ricardo A.","read.delim"
"Ricardo A.","build.stat"
"Ricardo A.","build.track"
"Ricardo A.","c"
"Ricardo A.","cat"
"Ricardo A.","ceiling"
"Ricardo A.","deparse"
"Ricardo A.","floor"
"Ricardo A.","is.na"
"Ricardo A.","checkStructure"
"Ricardo A.","chrplotMar"
"Ricardo A.","draw.scale"
"Ricardo A.","getAnnotBiomaRt"
"Ricardo A.","getObj"
"Ricardo A.","is.null"
"Ricardo A.","length"
"Ricardo A.","list"
"Ricardo A.","max"
"Ricardo A.","missing"
"Ricardo A.","names"
"Ricardo A.","order"
"Ricardo A.","seq"
"Ricardo A.","sprintf"
"Ricardo A.","stop"
"Ricardo A.","subset"
"Ricardo A.","substitute"
"Ricardo A.","tapply"
"Ricardo A.","unlist"
"Ricardo A.","warning"
"Ricardo A.","which.min"
"Ricardo A.","emptyenv"
"Ricardo A.","exists"
"Ricardo A.","file.exists"
"Ricardo A.","format"
"Ricardo A.","get"
"Ricardo A.","grep"
"Ricardo A.","grepl"
"Ricardo A.","identical"
"Ricardo A.","ifelse"
"Ricardo A.","is.character"
"Ricardo A.","plot.track"
"Ricardo A.","saveObj"
"Ricardo A.","sort.chrom"
"Ricardo A.","usr2pt"
"Ricardo A.","plot.segments"
"Ricardo A.","plot.stackedHist"
"Ricardo A.","pretty.choose"
"Ricardo A.","pretty_ticks"
"Ricardo A.","pt2usr"
"Ricardo A.","scale.vec"
"Ricardo A.","seqnames"
"Ricardo A.","sort.chrom.list"
"Ricardo A.","split.bins"
"Ricardo A.","transformAlign"
"Ricardo A.","unstacked"
"Ricardo A.","useMart"
"Ricardo A.","is.data.frame"
"Ricardo A.","is.list"
"Ricardo A.","is.matrix"
"Ricardo A.","lapply"
"Ricardo A.","load"
"Ricardo A.","ls"
"Ricardo A.","match"
"Ricardo A.","matrix"
"Ricardo A.","mean"
"Ricardo A.","min"
"Ricardo A.","ncol"
"Ricardo A.","new.env"
"Ricardo A.","nrow"
"Ricardo A.","numeric"
"Ricardo A.","end"
"Ricardo A.","sd"
"Ricardo A.","start"
"Ricardo A.","axis"
"Ricardo A.","axTicks"
"Ricardo A.","mtext"
"Ricardo A.","par"
"Ricardo A.","plot"
"Ricardo A.","plot.window"
"Ricardo A.","points"
"Ricardo A.","text"
"Ricardo A.","colors"
"Ricardo A.","setdiff"
"Ricardo A.","paste"
"Ricardo A.","range"
"Ricardo A.","rep"
"Ricardo A.","return"
"Ricardo A.","round"
"Ricardo A.","rowSums"
"Ricardo A.","sapply"
"Ricardo A.","sign"
"Ricardo A.","signif"
"Ricardo A.","sort"
"Ricardo A.","split"
"Ricardo A.","sqrt"
"Ricardo A.","strsplit"
"Ricardo A.","sub"
"Ricardo A.","sum"
"Ricardo A.","switch"
"Ricardo A.","t"
"Ricardo A.","unique"
"Ricardo A.","which"
"Ricardo A.","which.max"
"Aaron Taudt","rbinom"
"Aaron Taudt","IRanges"
"Aaron Taudt","loadHmmsFromFiles"
"Aaron Taudt","gsub"
"Aaron Taudt","lapply"
"Aaron Taudt","list"
"Aaron Taudt","matrix"
"Aaron Taudt","names"
"Aaron Taudt","ncol"
"Aaron Taudt","Reduce"
"Aaron Taudt","simulateReadsFromCounts"
"Aaron Taudt","getStateColors"
"Aaron Taudt","labs"
"Aaron Taudt","layout_karyogram"
"Aaron Taudt","ranges"
"Aaron Taudt","reduce"
"Aaron Taudt","scale_fill_gradient"
"Aaron Taudt","runif"
"Aaron Taudt","hist"
"Aaron Taudt","write.table"
"Aaron Taudt","median"
"Aaron Taudt","pnbinom"
"Aaron Taudt","qnorm"
"Aaron Taudt","stateorderByTransition"
"Aaron Taudt","subsetByOverlaps"
"Aaron Taudt","unlink"
"Aaron Taudt","first"
"Aaron Taudt","last"
"Selin Jessa","data.frame"
"Selin Jessa","ifelse"
"Selin Jessa","is.null"
"Selin Jessa","globalVariables"
"Selin Jessa","bplapply"
"Selin Jessa","bpmapply"
"Selin Jessa","isTRUE"
"Selin Jessa","lapply"
"Selin Jessa","length"
"Selin Jessa","Map"
"Selin Jessa","return"
"Selin Jessa","stop"
"Selin Jessa","is"
"Selin Jessa","bpparam"
"Selin Jessa","cluster"
"Selin Jessa","filterPeaks"
"Selin Jessa","normalizePeaks"
"Selin Jessa","retrievePeaks"
"Selin Jessa","unlist"
"Selin Jessa","rep"
"Selin Jessa","rownames"
"Selin Jessa","sum"
"Selin Jessa","t"
"Selin Jessa","ncol"
"Selin Jessa","nrow"
"Selin Jessa","order"
"Selin Jessa","paste0"
"Selin Jessa","rowSums"
"Selin Jessa","seq_along"
"Selin Jessa","unique"
"Selin Jessa","new"
"Selin Jessa","setClass"
"Selin Jessa","width"
"Selin Jessa","homogeneity"
"Selin Jessa","isC1AtBottom"
"Selin Jessa","isC1AtTop"
"Selin Jessa","mcols"
"Selin Jessa","NMI"
"Selin Jessa","purity"
"Selin Jessa","vMeasure"
"Selin Jessa","colorRampPalette"
"Selin Jessa","dev.off"
"Selin Jessa","end"
"Selin Jessa","start"
"Selin Jessa","hclust"
"Selin Jessa","pdf"
"Selin Jessa","setGeneric"
"Selin Jessa","legend"
"Selin Jessa","peaks"
"Selin Jessa","setMethod"
"Selin Jessa","signature"
"Selin Jessa","bind_rows"
"Selin Jessa","filter"
"Selin Jessa","funs"
"Selin Jessa","matches"
"Selin Jessa","mutate"
"Selin Jessa","mutate_all"
"Selin Jessa","one_of"
"Selin Jessa","select"
"Selin Jessa","select_"
"Selin Jessa","summarise_at"
"Selin Jessa","summarize_at"
"Alicia Schep","all.equal"
"Alicia Schep","as.integer"
"Alicia Schep","c"
"Alicia Schep","installed.packages"
"Alicia Schep","annotationMatches"
"Alicia Schep","bplapply"
"Alicia Schep","colnames"
"Alicia Schep","diag"
"Alicia Schep","do.call"
"Alicia Schep","is.data.frame"
"Alicia Schep","is.null"
"Alicia Schep","lapply"
"Alicia Schep","canCoerce"
"Alicia Schep","start"
"Alicia Schep",".Call"
"Alicia Schep","compute_deviations_single"
"Alicia Schep","computeExpectations"
"Alicia Schep","convert_to_ix_list"
"Alicia Schep","counts"
"Alicia Schep","counts_check"
"Alicia Schep","length"
"Alicia Schep","matrix"
"Alicia Schep","max"
"Alicia Schep","mean"
"Alicia Schep","min"
"Alicia Schep","names"
"Alicia Schep","nrow"
"Alicia Schep","order"
"Alicia Schep","return"
"Alicia Schep","rownames"
"Alicia Schep","sample"
"Alicia Schep","seq_along"
"Alicia Schep","seq_len"
"Alicia Schep","standardGeneric"
"Alicia Schep","stop"
"Alicia Schep","stopifnot"
"Alicia Schep","unlist"
"Alicia Schep","unname"
"Alicia Schep","upper.tri"
"Alicia Schep","vapply"
"Alicia Schep","which"
"Alicia Schep","nchar"
"Alicia Schep","ncol"
"Alicia Schep","as"
"Alicia Schep","get_variability_boost_helper"
"Alicia Schep","getAnnotationCorrelation_core"
"Alicia Schep","getAnnotationSynergy_core"
"Alicia Schep","getBackgroundPeaks"
"Alicia Schep","getFragmentsPerPeak"
"Alicia Schep","matches_check"
"Alicia Schep","remove_nonoverlap"
"Alicia Schep","rowData"
"Alicia Schep","rowRanges"
"Alicia Schep","SummarizedExperiment"
"Alicia Schep","geom_text"
"Alicia Schep","ggplot"
"Alicia Schep","ggplotly"
"Alicia Schep","guide_legend"
"Alicia Schep","guides"
"Alicia Schep","h4"
"Alicia Schep","labs"
"Alicia Schep","p"
"Alicia Schep","plot_deviations_tsne_shiny"
"Alicia Schep","plotlyOutput"
"Alicia Schep","renderDataTable"
"Alicia Schep","renderPlotly"
"Alicia Schep","row_sds"
"Alicia Schep","Negate"
"Alicia Schep","outer"
"Alicia Schep","rep"
"Alicia Schep","rev"
"Alicia Schep","round"
"Alicia Schep","rowMeans"
"Alicia Schep","sort"
"Alicia Schep","split"
"Alicia Schep","sqrt"
"Alicia Schep","strsplit"
"Alicia Schep","substr"
"Alicia Schep","sum"
"Alicia Schep","summary"
"Alicia Schep","suppressWarnings"
"Alicia Schep","tabulate"
"Alicia Schep","cor"
"Alicia Schep","sd"
"Alicia Schep","runif"
"Alicia Schep","p.adjust"
"Alicia Schep","setGeneric"
"Alicia Schep","intersect"
"Alicia Schep","setMethod"
"Alicia Schep","signature"
"Alicia Schep","validObject"
"Alicia Schep","setTxtProgressBar"
"Alicia Schep","txtProgressBar"
"Alicia Schep","all_equal"
"Alicia Schep","t.test"
"Alicia Schep","wilcox.test"
"Alicia Schep","scale_color_brewer"
"Alicia Schep","scale_color_gradient2"
"Alicia Schep","scale_y_continuous"
"Alicia Schep","selectInput"
"Alicia Schep","shinyApp"
"Alicia Schep","strong"
"Alicia Schep","theme"
"Alicia Schep","theme_bw"
"Alicia Schep","unit"
"Alicia Schep","variability_table"
"Alicia Schep","xlab"
"Alicia Schep","ylab"
"Alicia Schep","unique"
"Alicia Schep","warning"
"Alicia Schep","brewer.pal"
"Alicia Schep","shift"
"Aristidis G.","c"
"Aristidis G.","dir.create"
"Aristidis G.","file.copy"
"Aristidis G.","write.table"
"Aristidis G.",".buildDirectories"
"Aristidis G.",".Sys.which2"
"Aristidis G.","file.path"
"Aristidis G.","getOption"
"Aristidis G.","gsub"
"Aristidis G.","is.null"
"Aristidis G.","list"
"Aristidis G.","mapply"
"Aristidis G.","as"
"Aristidis G.","quantile"
"Aristidis G.","exportToFile"
"Aristidis G.","foreach"
"Aristidis G.","funcName"
"Aristidis G.","getLengths"
"Aristidis G.","makeCluster"
"Aristidis G.","new.env"
"Aristidis G.","paste"
"Aristidis G.","paste0"
"Aristidis G.","path.expand"
"Aristidis G.","return"
"Aristidis G.","sapply"
"Aristidis G.","shQuote"
"Aristidis G.","switch"
"Aristidis G.","Sys.getenv"
"Aristidis G.","system.file"
"Aristidis G.","unlink"
"Aristidis G.","is.matrix"
"Aristidis G.","is.na"
"Aristidis G.","is.vector"
"Aristidis G.","lapply"
"Aristidis G.","length"
"Aristidis G.","list.files"
"Aristidis G.","matrix"
"Aristidis G.","max"
"Aristidis G.","message"
"Aristidis G.","min"
"Aristidis G.","missing"
"Aristidis G.","names"
"Aristidis G.","ncol"
"Aristidis G.","registerDoParallel"
"Aristidis G.","registerDoSEQ"
"Aristidis G.","splitWork"
"Aristidis G.","stopCluster"
"Aristidis G.","unlistToMatrix"
"Aristidis G.","createKEGGLinks"
"Aristidis G.","createScoreFile"
"Aristidis G.","createStyle"
"Aristidis G.","createWorkbook"
"Aristidis G.","doCirclize"
"Aristidis G.","downloadKEGGPathwayList"
"Aristidis G.","fillMatrixList"
"Aristidis G.","freezePane"
"Aristidis G.","get.all.sector.index"
"Aristidis G.","get.cell.meta.data"
"Aristidis G.","getSubpathwayGenes"
"Aristidis G.","mergeCells"
"Aristidis G.","modifyBaseFont"
"Aristidis G.","saveWorkbook"
"Aristidis G.","setColWidths"
"Aristidis G.","setRowHeights"
"Aristidis G.","noquote"
"Aristidis G.","nrow"
"Aristidis G.","on.exit"
"Aristidis G.","options"
"Aristidis G.","parent.env"
"Aristidis G.","parent.frame"
"Aristidis G.","print"
"Aristidis G.","rbind"
"Aristidis G.","rep"
"Aristidis G.","rownames"
"Aristidis G.","save"
"Aristidis G.","sink"
"Aristidis G.","split"
"Aristidis G.","sprintf"
"Aristidis G.","stopifnot"
"Aristidis G.","strsplit"
"Aristidis G.","substitute"
"Aristidis G.","dev.off"
"Aristidis G.","pdf"
"Aristidis G.","setNames"
"Aristidis G.","rainbow"
"Aristidis G.","intersect"
"Aristidis G.","par"
"Aristidis G.","browseURL"
"Aristidis G.","tail"
"Aristidis G.","setdiff"
"Aristidis G.","writeData"
"Aristidis G.","suppressWarnings"
"Aristidis G.","Sys.which"
"Aristidis G.","system"
"Aristidis G.","t"
"Aristidis G.","tryCatch"
"Aristidis G.","unique"
"Aristidis G.","unlist"
"Aristidis G.","vector"
"Aristidis G.","which"
"Aristidis G.","kronecker"
"Lei Song","as.double"
"Lei Song","c"
"Lei Song","cbind"
"Lei Song","tail"
"Lei Song","heatmap.2"
"Lei Song","normalize"
"Lei Song","class"
"Lei Song","colnames"
"Lei Song","dimnames"
"Lei Song","dir.create"
"Lei Song","is.matrix"
"Lei Song","is.na"
"Lei Song","is"
"Lei Song","t.test"
"Lei Song","process.reference.genome"
"Lei Song","length"
"Lei Song","match"
"Lei Song","ncol"
"Lei Song","paste"
"Lei Song","rbind"
"Lei Song","rep"
"Lei Song","rownames"
"Lei Song","save"
"Lei Song","sprintf"
"Lei Song","stop"
"Lei Song","strsplit"
"Lei Song","t"
"Lei Song","unique"
"Lei Song","unlink"
"Lei Song","colorRamp"
"Lei Song","dev.off"
"Lei Song","end"
"Lei Song","start"
"Lei Song","polygon"
"Lei Song","segments"
"Lei Song","text"
"Lei Song","pdf"
"Lei Song","png"
"Lei Song","rgb"
"Lei Song","par"
"Lei Song","seqlengths"
"Lei Song","write.csv"
"Lei Song","write.table"
"Lei Song","select"
"Likun Wang",".C"
"Likun Wang","as.character"
"Likun Wang","as.integer"
"Likun Wang","browseURL"
"Likun Wang","copyHTML"
"Likun Wang","getResults"
"Likun Wang","c"
"Likun Wang","dir.create"
"Likun Wang","file.copy"
"Likun Wang","interactive"
"Likun Wang","is.null"
"Likun Wang","rep"
"Likun Wang","system.file"
"Likun Wang","tempdir"
"Dario Strbenac","all"
"Dario Strbenac","append"
"Dario Strbenac","apply"
"Dario Strbenac","capture.output"
"Dario Strbenac",".doTest"
"Dario Strbenac",".doTrain"
"Dario Strbenac","as.character"
"Dario Strbenac","as.data.frame"
"Dario Strbenac","as.list"
"Dario Strbenac","as.name"
"Dario Strbenac","as.numeric"
"Dario Strbenac","attr"
"Dario Strbenac","na.omit"
"Dario Strbenac",".methodFormals"
"Dario Strbenac","calcExternalPerformance"
"Dario Strbenac","colData"
"Dario Strbenac","mcols"
"Dario Strbenac","SelectResult"
"Dario Strbenac","attributes"
"Dario Strbenac","body"
"Dario Strbenac","c"
"Dario Strbenac","class"
"Dario Strbenac","colnames"
"Dario Strbenac","diff"
"Dario Strbenac","do.call"
"Dario Strbenac","eval"
"Dario Strbenac","expand.grid"
"Dario Strbenac","formals"
"Dario Strbenac","grepl"
"Dario Strbenac","gsub"
"Dario Strbenac","identical"
"Dario Strbenac","is.function"
"Dario Strbenac","is.matrix"
"Dario Strbenac","is.na"
"Dario Strbenac","is.null"
"Dario Strbenac","is.numeric"
"Dario Strbenac","is.vector"
"Dario Strbenac","lapply"
"Dario Strbenac","length"
"Dario Strbenac","list"
"Dario Strbenac","mapply"
"Dario Strbenac","match"
"Dario Strbenac","matrix"
"Dario Strbenac","max"
"Dario Strbenac","message"
"Dario Strbenac","getGeneric"
"Dario Strbenac","is"
"Dario Strbenac","wideFormat"
"Dario Strbenac","element_text"
"Dario Strbenac","facet_grid"
"Dario Strbenac","features"
"Dario Strbenac","geom_bar"
"Dario Strbenac","geom_boxplot"
"Dario Strbenac","geom_tile"
"Dario Strbenac","ggplot"
"Dario Strbenac","ggtitle"
"Dario Strbenac","guide_legend"
"Dario Strbenac","guides"
"Dario Strbenac","hue_pal"
"Dario Strbenac","labs"
"Dario Strbenac","scale_colour_manual"
"Dario Strbenac","scale_fill_manual"
"Dario Strbenac","scale_x_discrete"
"Dario Strbenac","scale_y_discrete"
"Dario Strbenac","theme"
"Dario Strbenac","theme_classic"
"Dario Strbenac","theme_set"
"Dario Strbenac","unit"
"Dario Strbenac","xlab"
"Dario Strbenac","ylab"
"Dario Strbenac","names"
"Dario Strbenac","ncol"
"Dario Strbenac","nrow"
"Dario Strbenac","numeric"
"Dario Strbenac","order"
"Dario Strbenac","paste"
"Dario Strbenac","rep"
"Dario Strbenac","return"
"Dario Strbenac","sapply"
"Dario Strbenac","sign"
"Dario Strbenac","split"
"Dario Strbenac","stop"
"Dario Strbenac","strsplit"
"Dario Strbenac","sum"
"Dario Strbenac","switch"
"Dario Strbenac","table"
"Dario Strbenac","tryCatch"
"Dario Strbenac","unlist"
"Dario Strbenac","warning"
"Dario Strbenac","which"
"Dario Strbenac","which.max"
"Dario Strbenac","dnorm"
"Dario Strbenac","setNames"
"Dario Strbenac","splinefun"
"Dario Strbenac","selectMethod"
"Dario Strbenac","setdiff"
"Dario Strbenac","setClassUnion"
"Dario Strbenac","setGeneric"
"Dario Strbenac","setMethod"
"Dario Strbenac","setOldClass"
"Dario Strbenac","intersect"
"Dario Strbenac","count"
"Dario Strbenac","textGrob"
"Dario Strbenac","unit.pmax"
"Dario Strbenac","waiver"
"Dario Strbenac","which.min"
"Dario Strbenac","union"
"Sarah Sheppard","as.character"
"Sarah Sheppard","as.data.frame"
"Sarah Sheppard","as.numeric"
"Sarah Sheppard","write.table"
"Sarah Sheppard","naiveBayes"
"Sarah Sheppard","organism"
"Sarah Sheppard","c"
"Sarah Sheppard","cbind"
"Sarah Sheppard","class"
"Sarah Sheppard","colnames"
"Sarah Sheppard","invisible"
"Sarah Sheppard","is.na"
"Sarah Sheppard","new"
"Sarah Sheppard","as.formula"
"Sarah Sheppard","IRanges"
"Sarah Sheppard","seqinfo"
"Sarah Sheppard","seqlengths"
"Sarah Sheppard","seqnames"
"Sarah Sheppard","strand"
"Sarah Sheppard","is.null"
"Sarah Sheppard","length"
"Sarah Sheppard","message"
"Sarah Sheppard","missing"
"Sarah Sheppard","mode"
"Sarah Sheppard","nchar"
"Sarah Sheppard","paste"
"Sarah Sheppard","rbind"
"Sarah Sheppard","return"
"Sarah Sheppard","rownames"
"Sarah Sheppard","stop"
"Sarah Sheppard","ncol"
"Sarah Sheppard","rep"
"Sarah Sheppard","substr"
"Sarah Sheppard","t"
"Sarah Sheppard","table"
"Sarah Sheppard","unlist"
"Sarah Sheppard","representation"
"Sarah Sheppard","setClass"
"Sarah Sheppard","predict"
"Sarah Sheppard","setMethod"
"Sarah Sheppard","setReplaceMethod"
"Sarah Sheppard","slot"
"Sarah Sheppard","count"
"Sebastian Gibb","any"
"Sebastian Gibb","c"
"Sebastian Gibb","gregexpr"
"Sebastian Gibb",".revsequence"
"Sebastian Gibb",".rxPos"
"Sebastian Gibb","is.na"
"Sebastian Gibb","lapply"
"Sebastian Gibb","length"
"Sebastian Gibb","list"
"Sebastian Gibb","mapply"
"Sebastian Gibb","matrix"
"Sebastian Gibb","setNames"
"Sebastian Gibb",".sequence"
"Sebastian Gibb",".unlist"
"Sebastian Gibb","max"
"Sebastian Gibb","missing"
"Sebastian Gibb","nchar"
"Sebastian Gibb","seq.int"
"Sebastian Gibb","unlist"
"Sebastian Gibb","which"
"Sebastian Gibb","setMethod"
"Sebastian Gibb","signature"
"Sebastian Gibb",".cleavageRanges"
"Stephen Nyangoma","as.factor"
"Stephen Nyangoma","c"
"Stephen Nyangoma","data.frame"
"Stephen Nyangoma","cloud"
"Stephen Nyangoma","f"
"Stephen Nyangoma","library"
"Stephen Nyangoma","list"
"Stephen Nyangoma","max"
"Stephen Nyangoma","min"
"Stephen Nyangoma","names"
"Stephen Nyangoma","print"
"Stephen Nyangoma","setGeneric"
"Stephen Nyangoma","cor"
"Stephen Nyangoma","phenoDataFrame"
"Stephen Nyangoma","proteomicsExprsData"
"Stephen Nyangoma","replicateCorrelations"
"Stephen Nyangoma","sample_technicalVariance"
"Stephen Nyangoma","sampleClusteredData"
"Stephen Nyangoma","rep"
"Stephen Nyangoma","t"
"Stephen Nyangoma","rownames"
"Stephen Nyangoma","standardGeneric"
"Stephen Nyangoma","row"
"Stephen Nyangoma","unique"
"Stephen Nyangoma","seq"
"Stephen Nyangoma","split"
"Stephen Nyangoma","setMethod"
"Stephen Nyangoma","signature"
"Stephen Nyangoma","dev.off"
"Stephen Nyangoma","pdf"
"Stephen Nyangoma","density"
"Stephen Nyangoma","median"
"Stephen Nyangoma","rmultinom"
"Stephen Nyangoma","var"
"Stephen Nyangoma","abline"
"Stephen Nyangoma","legend"
"Stephen Nyangoma","lines"
"Stephen Nyangoma","plot"
"Stephen Nyangoma","points"
"Stephen Nyangoma","text"
"Stephen Nyangoma","setClass"
"Stephen Nyangoma","ztwo"
"Paolo Martini","is.na"
"Paolo Martini","length"
"Paolo Martini","match"
"Paolo Martini","computeSimilarity"
"Paolo Martini","getBest"
"Paolo Martini","return"
"Paolo Martini","warning"
"Paolo Martini","matrix"
"Paolo Martini","names"
"Paolo Martini","NROW"
"Paolo Martini","as"
"Paolo Martini","cov"
"Paolo Martini","deleteNodeAttribute"
"Paolo Martini","deleteWindow"
"Paolo Martini","displayGraph"
"Paolo Martini","edgeData"
"Paolo Martini","getLayoutNames"
"Paolo Martini","paste"
"Paolo Martini","rbind"
"Paolo Martini","row.names"
"Paolo Martini","sort"
"Paolo Martini","stop"
"Paolo Martini","strsplit"
"Paolo Martini","tapply"
"Paolo Martini","unique"
"Paolo Martini","unlist"
"Paolo Martini","vector"
"Paolo Martini","unclass"
"Paolo Martini","setGeneric"
"Paolo Martini","setMethod"
"Paolo Martini","getWindowList"
"Paolo Martini","initEdgeAttribute"
"Paolo Martini","layoutNetwork"
"Paolo Martini","markMultiple"
"Paolo Martini","redraw"
"Paolo Martini","retrieveInvolvedGenes"
"Paolo Martini","setNodeColorDirect"
"Paolo Martini","dev.off"
"Paolo Martini","pdf"
"Paolo Martini","as.dist"
"Paolo Martini","cutree"
"Paolo Martini","hclust"
"Paolo Martini","signature"
"Paolo Martini","setdiff"
"Paolo Martini","plot"
"Paolo Martini","hote4mean"
"Paolo Martini","head"
"Paolo Martini","tail"
"Habil Zare","return"
"Habil Zare","sum"
"Habil Zare","dir.create"
"Habil Zare","tail"
"Habil Zare","check.Wj"
"Habil Zare","dPdW"
"Habil Zare","gsub"
"Habil Zare","is.null"
"Habil Zare","list"
"Habil Zare","paste"
"Habil Zare","print"
"Habil Zare","dbinom"
"Habil Zare","c"
"Habil Zare","dPhidPcp"
"Habil Zare","W2P"
"Habil Zare","Phi"
"Habil Zare","plot.obj"
"Habil Zare","protect.P"
"Habil Zare","Sys.sleep"
"Habil Zare","Sys.time"
"Habil Zare","system"
"Habil Zare","warning"
"Habil Zare","rep"
"Habil Zare","round"
"Habil Zare","rownames"
"Habil Zare","stop"
"Habil Zare","try"
"Habil Zare","update.Wj"
"Habil Zare","rbinom"
"Habil Zare","runif"
"Habil Zare","plot"
"Habil Zare","best.match"
"Irina Ostrovnaya","length"
"Irina Ostrovnaya","rbind"
"Irina Ostrovnaya","rep"
"Irina Ostrovnaya","write.table"
"Irina Ostrovnaya","fLR"
"Irina Ostrovnaya","fLR2"
"Irina Ostrovnaya","return"
"Irina Ostrovnaya","mean"
"Irina Ostrovnaya","paste"
"Irina Ostrovnaya","print"
