"","Author","Repo","Packages"
"1207","maelle","cpcb","""dplyr"""
"1208","maelle","cpcb","""lubridate"""
"1209","maelle","cpcb","""tibble"""
"1210","maelle","cpcb","""lazyeval"""
"1211","maelle","cpcb","""purrr"""
"1212","maelle","cpcb","""stringr"""
"1213","maelle","cpcb","""ggplot2"""
"1214","maelle","cpcb","""viridis"""
"1215","maelle","cpcb","""seleniumPipes"""
"1216","maelle","cpcb","""RSelenium"""
"1217","maelle","cpcb","""rvest"""
"1218","maelle","cran_task_views","""dplyr"""
"1219","maelle","cran_task_views","""ctv"""
"1220","maelle","cran_task_views","""ggplot2"""
"1221","maelle","delhi_beijing_AQ","""ropenaq"""
"1222","maelle","delhi_beijing_AQ","""dplyr"""
"1223","maelle","delhi_beijing_AQ","""ggplot2"""
"1224","maelle","delhi_beijing_AQ","""viridis"""
"1225","maelle","delhi_beijing_AQ","""usaqmindia"""
"1226","maelle","delhi_beijing_AQ","""tidyr"""
"1227","maelle","diwali","""ggmap"""
"1228","maelle","diwali","""ggplot2"""
"1229","maelle","diwali","""ropenaq"""
"1230","maelle","diwali","""dplyr"""
"1231","maelle","diwali","""tidyr"""
"1232","maelle","diwali","""gganimate"""
"1233","maelle","diwali","""animation"""
"1234","maelle","doggie_praise","""magick"""
"1235","maelle","doggie_praise","""magrittr"""
"1236","maelle","domar_datos","""dplyr"""
"1237","maelle","domar_datos","dplyr"
"1238","maelle","domar_datos","""Ropenaq"""
"1239","maelle","domar_datos","""lubridate"""
"1240","maelle","domar_datos","""tidyr"""
"1241","maelle","duststorm","""dplyr"""
"1242","maelle","duststorm","""ggplot2"""
"1243","maelle","duststorm","""ropenaq"""
"1244","maelle","duststorm","""ggmap"""
"1245","maelle","duststorm","""ggrepel"""
"1246","maelle","duststorm","""lubridate"""
"1247","maelle","duststorm","""riem"""
"1248","maelle","duststorm","""tidyr"""
"1249","maelle","first_7_jobs","""circlize"""
"1250","maelle","first_7_jobs","""dplyr"""
"1251","maelle","first_7_jobs","""monkeylearn"""
"1252","maelle","first_7_jobs","""rtweet"""
"1253","maelle","first_7_jobs","""stringr"""
"1254","maelle","first_7_jobs","""tidyr"""
"1255","maelle","first_7_jobs","""ggplot2"""
"1256","maelle","first_7_jobs","""viridis"""
"1257","maelle","forecast_stars","""gh"""
"1258","maelle","forecast_stars","""lubridate"""
"1259","maelle","forecast_stars","""ggplot2"""
"1260","maelle","forecast_stars","""viridis"""
"1261","maelle","forecast_stars","""dplyr"""
"1262","maelle","forecast_stars","""tidyr"""
"1263","maelle","forecast_stars","""forecast"""
"1264","maelle","forecast_stars","""janitor"""
"1265","maelle","geoparsing_tweets","""rtweet"""
"1266","maelle","geoparsing_tweets","""purrr"""
"1267","maelle","geoparsing_tweets","""dplyr"""
"1268","maelle","geoparsing_tweets","""geoparser"""
"1269","maelle","geoparsing_tweets","""ggplot2"""
"1270","maelle","geoparsing_tweets","""viridis"""
"1271","maelle","geoparsing_tweets","""ggmap"""
"1272","maelle","geoparsing_tweets","""rworldmap"""
"1273","maelle","geoparsing_tweets","""magick"""
"1274","maelle","india_trains","""stringdist"""
"1275","maelle","india_trains","""ggmap"""
"1276","maelle","india_trains","""dplyr"""
"1277","maelle","india_trains","""readr"""
"1278","maelle","india_trains","""lubridate"""
"1279","maelle","india_trains","""OpenStreetMap"""
"1280","maelle","india_trains","""ggplot2"""
"1281","maelle","india_trains","""gganimate"""
"1282","maelle","india_trains","""animation"""
"1283","maelle","india_trains","""xml2"""
"1284","maelle","newyear","""ggmap"""
"1285","maelle","newyear","""ggplot2"""
"1286","maelle","newyear","""ropenaq"""
"1287","maelle","newyear","""dplyr"""
"1288","maelle","newyear","""tidyr"""
"1289","maelle","newyear","""gganimate"""
"1290","maelle","newyear","""animation"""
"1291","maelle","rladies_banner","""rvest"""
"1292","maelle","rladies_banner","""RSelenium"""
"1293","maelle","rladies_banner","""magrittr"""
"1294","maelle","rladies_meetup_when","""ggplot2"""
"1295","maelle","rladies_meetup_when","""hrbrthemes"""
"1296","maelle","rladiesglobal_tweets","""rtweet"""
"1297","maelle","rladiesglobal_tweets","""readr"""
"1298","maelle","rladiesglobal_tweets","""dplyr"""
"1299","maelle","rladiesglobal_tweets","""monkeylearn"""
"1300","maelle","rladiesglobal_tweets","""lubridate"""
"1301","maelle","shoot_onboarding","""magrittr"""
"1302","maelle","traffic_collisions_data","""tidyverse"""
"1303","maelle","traffic_collisions_data","""ggmap"""
"1304","maelle","traffic_collisions_data","""gganimate"""
"1305","maelle","traffic_collisions_data","""animation"""
"1306","maelle","worldbank_data","""dplyr"""
"1307","maelle","worldbank_data","""tidyr"""
"1308","maelle","worldbank_data","""countrycode"""
"1309","maelle","worldbank_data","""rworldmap"""
"1310","maelle","worldbank_data","""ggplot2"""
"1311","maelle","worldbank_data","""viridis"""
"1312","maelle","worldbank_data","""gganimate"""
"1313","maelle","worldbank_data","""animation"""
"1314","MarkEdmondson1234","antiFakeNews","rtweet"
"1315","MarkEdmondson1234","antiFakeNews","googleLanguageR"
"1316","MarkEdmondson1234","antiFakeNews","tidytext"
"1317","MarkEdmondson1234","antiFakeNews","stringr"
"1318","MarkEdmondson1234","antiFakeNews","tidyverse"
"1319","MarkEdmondson1234","antiFakeNews","scales"
"1320","MarkEdmondson1234","antiFakeNews","broom"
"1321","MarkEdmondson1234","appengine-shiny","shiny"
"1322","MarkEdmondson1234","appengine-shiny","googleAuthR"
"1323","MarkEdmondson1234","BigQuery-Visualiser","shiny"
"1324","MarkEdmondson1234","BigQuery-Visualiser","shinydashboard"
"1325","MarkEdmondson1234","BigQuery-Visualiser","googleAuthR"
"1326","MarkEdmondson1234","BigQuery-Visualiser","bigQueryR"
"1327","MarkEdmondson1234","BigQuery-Visualiser","DT"
"1328","MarkEdmondson1234","BigQuery-Visualiser","dygraphs"
"1329","MarkEdmondson1234","BigQuery-Visualiser","d3heatmap"
"1330","MarkEdmondson1234","BigQuery-Visualiser","listviewer"
"1331","MarkEdmondson1234","BigQuery-Visualiser","ggplot2"
"1332","MarkEdmondson1234","entropyMatrixViz","tidyverse"
"1333","MarkEdmondson1234","ga-dashboard-demo","rga"
"1334","MarkEdmondson1234","ga-dashboard-demo","dygraphs"
"1335","MarkEdmondson1234","ga-dashboard-demo","zoo"
"1336","MarkEdmondson1234","ga-dashboard-demo","tidyr"
"1337","MarkEdmondson1234","ga-dashboard-demo","lubridate"
"1338","MarkEdmondson1234","ga-dashboard-demo","d3heatmap"
"1339","MarkEdmondson1234","ga-dashboard-demo","dplyr"
"1340","MarkEdmondson1234","ga-dashboard-demo","stringr"
"1341","MarkEdmondson1234","ga-dashboard-demo","DT"
"1342","MarkEdmondson1234","ga-dashboard-demo","RMySQL"
"1343","MarkEdmondson1234","ga-dashboard-demo","CausalImpact"
"1344","MarkEdmondson1234","ga-dashboard-demo","AnomalyDetection"
"1345","MarkEdmondson1234","ga-dashboard-demo","ggplot2"
"1346","MarkEdmondson1234","ga-dashboard-demo","shiny"
"1347","MarkEdmondson1234","ga-dashboard-demo","shinydashboard"
"1348","MarkEdmondson1234","gdelt_brand_monitoring","gtrendsR"
"1349","MarkEdmondson1234","gdelt_brand_monitoring","gdeltr2"
"1350","MarkEdmondson1234","googleAnalyticsRv4Demo","shiny"
"1351","MarkEdmondson1234","googleAnalyticsRv4Demo","googleAuthR"
"1352","MarkEdmondson1234","googleAnalyticsRv4Demo","googleAnalyticsR"
"1353","MarkEdmondson1234","googleAnalyticsRv4Demo","listviewer"
"1354","MarkEdmondson1234","googleAnalyticsRv4Demo","googleID"
"1355","MarkEdmondson1234","googleAnalyticsRv4Demo","testthat"
"1356","MarkEdmondson1234","googleAnalyticsRv4Demo","gentelellaShiny"
"1357","MarkEdmondson1234","r-twitter-api-ggplot2","ggplot2"
"1358","MarkEdmondson1234","realtimeShiny","shiny"
"1359","MarkEdmondson1234","realtimeShiny","highcharter"
"1360","MarkEdmondson1234","realtimeShiny","xts"
"1361","MarkEdmondson1234","realtimeShiny","forecast"
"1362","MarkEdmondson1234","realtimeShiny","dplyr"
"1363","MarkEdmondson1234","realtimeShiny","bigQueryR"
"1364","MarkEdmondson1234","shiny-real-time-chart","shiny"
"1365","MarkEdmondson1234","shiny-real-time-chart","shinythemes"
"1366","MarkEdmondson1234","shiny-real-time-chart","highcharter"
"1367","MarkEdmondson1234","timehumps","googleAnalyticsR"
"1368","MarkEdmondson1234","timehumps","ggplot2"
"1369","MarkEdmondson1234","timehumps","dplyr"
"1370","MarkEdmondson1234","unsampledGAData","shiny"
"1371","MarkEdmondson1234","unsampledGAData","gentelellaShiny"
"1372","MarkEdmondson1234","unsampledGAData","googleAuthR"
"1373","MarkEdmondson1234","unsampledGAData","googleAnalyticsR"
"1374","MarkEdmondson1234","unsampledGAData","googleID"
"1375","MarkEdmondson1234","unsampledGAData","DT"
"1376","MarkEdmondson1234","unsampledGAData","shinyjs"
"1377","MarkEdmondson1234","utilities","shiny"
"1378","mikelove","apeglmPaper","iCOBRA"
"1379","mikelove","bigwigviews","GenomicRanges"
"1380","mikelove","bigwigviews","BiocParallel"
"1381","mikelove","bigwigviews","rtracklayer"
"1382","mikelove","bigwigviews","genefilter"
"1383","mikelove","bigwigviews","GenomicFileViews"
"1384","mikelove","closer_look_null","""limma"""
"1385","mikelove","closer_look_null","""edgeR"""
"1386","mikelove","closer_look_null","""DESeq2"""
"1387","mikelove","closer_look_null","""splines"""
"1388","mikelove","closer_look_null","""Biobase"""
"1389","mikelove","closer_look_null","""BiocParallel"""
"1390","mikelove","deseq2_or_edger","""Biobase"""
"1391","mikelove","deseq2_or_edger","""SummarizedExperiment"""
"1392","mikelove","deseq2_or_edger","""DESeq2"""
"1393","mikelove","deseq2_or_edger","""edgeR"""
"1394","mikelove","deseq2_or_edger","""limma"""
"1395","mikelove","fragmentBiasSimulation","GenomicRanges"
"1396","mikelove","fragmentBiasSimulation","Biostrings"
"1397","mikelove","fragmentBiasSimulation","splines"
"1398","mikelove","fragmentBiasSimulation","devtools"
"1399","mikelove","fragmentBiasSimulation","Rsamtools"
"1400","mikelove","fragmentBiasSimulation","GenomicFeatures"
"1401","mikelove","fragmentBiasSimulation","BSgenome.Hsapiens.UCSC.hg19"
"1402","mikelove","multigroup","DESeq2"
"1403","mikelove","multigroup","MASS"
"1404","mikelove","roadmapSalmon","readr"
"1405","mikelove","roadmapSalmon","tximport"
"1406","mikelove","roadmapSalmon","EnsDb.Hsapiens.v79"
"1407","mikelove","roadmapSalmon","DESeq2"
"1408","mikelove","roadmapSalmon","rafalib"
"1409","mikelove","roadmapSalmon","RColorBrewer"
"1410","mikelove","salmon_kallisto_diffs","shiny"
"1411","mikelove","salmon_kallisto_diffs","ggplot2"
"1412","mikelove","salmon_kallisto_diffs","MASS"
"1413","mikelove","shinyMA","DESeq2"
"1414","mikelove","shinyMA","pasilla"
"1415","mikelove","shinyMA","Biobase"
"1416","mikelove","shinyMA","shiny"
"1417","minimaxir","lets-code-1","readr"
"1418","minimaxir","lets-code-1","dplyr"
"1419","minimaxir","lets-code-1","ggplot2"
"1420","minimaxir","lets-code-1","RColorBrewer"
"1421","minimaxir","ncaa-basketball","grid"
"1422","minimaxir","ncaa-basketball","ggplot2"
"1423","minimaxir","ncaa-basketball","gridExtra"
"1424","minimaxir","ncaa-basketball","gtable"
"1425","minimaxir","nyc-taxi-notebook","readr"
"1426","minimaxir","nyc-taxi-notebook","dplyr"
"1427","minimaxir","nyc-taxi-notebook","ggplot2"
"1428","minimaxir","nyc-taxi-notebook","extrafont"
"1429","minimaxir","nyc-taxi-notebook","scales"
"1430","minimaxir","nyc-taxi-notebook","grid"
"1431","minimaxir","nyc-taxi-notebook","RColorBrewer"
"1432","minimaxir","nyc-taxi-notebook","digest"
"1433","minimaxir","nyc-taxi-notebook","stringr"
"1434","minimaxir","sf-arrests-when-where","readr"
"1435","minimaxir","sf-arrests-when-where","dplyr"
"1436","minimaxir","sf-arrests-when-where","ggplot2"
"1437","minimaxir","sf-arrests-when-where","extrafont"
"1438","minimaxir","sf-arrests-when-where","scales"
"1439","minimaxir","sf-arrests-when-where","grid"
"1440","minimaxir","sf-arrests-when-where","RColorBrewer"
"1441","minimaxir","sf-arrests-when-where","digest"
"1442","minimaxir","sf-arrests-when-where","stringr"
"1443","ncarchedi","bikeshare","dplyr"
"1444","ncarchedi","bikeshare","stringr"
"1445","ncarchedi","bikeshare","assertthat"
"1446","ncarchedi","bikeshare","data.table"
"1447","ncarchedi","bikeshare","ggplot2"
"1448","ncarchedi","bikeshare","lubridate"
"1449","ncarchedi","bikeshare","tidyr"
"1450","pablobarbera","corruption-psrm","ggplot2"
"1451","pablobarbera","corruption-psrm","scales"
"1452","pablobarbera","corruption-psrm","reshape"
"1453","pablobarbera","corruption-psrm","foreign"
"1454","pablobarbera","echo_chambers","devtools"
"1455","pablobarbera","echo_chambers","ROAuth"
"1456","pablobarbera","instaR","instaR"
"1457","pablobarbera","NYU-AD-160J","maps"
"1458","pablobarbera","NYU-AD-160J","streamR"
"1459","pablobarbera","NYU-AD-160J","NYU160J"
"1460","pablobarbera","NYU-AD-160J","wordcloud"
"1461","pablobarbera","NYU-AD-160J","ggplot2"
"1462","pablobarbera","NYU-AD-160J","tm"
"1463","pablobarbera","NYU-AD-160J","devtools"
"1464","pablobarbera","NYU-AD-160J","ROAuth"
"1465","pablobarbera","NYU-AD-160J","Rfacebook"
"1466","pablobarbera","NYU-AD-160J","scales"
"1467","pablobarbera","NYU-AD-160J","e1071"
"1468","pablobarbera","NYU-AD-160J","instaR"
"1469","pablobarbera","quant3materials","ggplot2"
"1470","pablobarbera","quant3materials","MASS"
"1471","pablobarbera","quant3materials","rstan"
"1472","pablobarbera","quant3materials","mvtnorm"
"1473","pablobarbera","quant3materials","pscl"
"1474","pablobarbera","quant3materials","coda"
"1475","pablobarbera","quant3materials","foreign"
"1476","pablobarbera","quant3materials","wnominate"
"1477","pablobarbera","quant3materials","survival"
"1478","pablobarbera","quant3materials","KMsurv"
"1479","pablobarbera","quant3materials","muhaz"
"1480","pablobarbera","quant3materials","car"
"1481","pablobarbera","quant3materials","urca"
"1482","pablobarbera","Rdataviz","Rfacebook"
"1483","pablobarbera","Rdataviz","ggplot2"
"1484","pablobarbera","Rdataviz","gdata"
"1485","pablobarbera","Rdataviz","scales"
"1486","pablobarbera","Rdataviz","grid"
"1487","pablobarbera","Rdataviz","igraph"
"1488","pablobarbera","Rdataviz","cshapes"
"1489","pablobarbera","Rdataviz","sp"
"1490","pablobarbera","Rdataviz","maps"
"1491","pablobarbera","Rdataviz","maptools"
"1492","pablobarbera","Rdataviz","XML"
"1493","pablobarbera","Rdataviz","reshape"
"1494","pablobarbera","Rdataviz","rstan"
"1495","pablobarbera","Rdataviz","gridExtra"
"1496","pablobarbera","Rdataviz","jpeg"
"1497","pablobarbera","Rfacebook","devtools"
"1498","pablobarbera","Rfacebook","Rfacebook"
"1499","pablobarbera","timeline","RMySQL"
"1500","pablobarbera","timeline","XML"
"1501","pablobarbera","twitter_ideology","ROAuth"
"1502","pablobarbera","twitter_ideology","tweetscores"
"1503","pablobarbera","twitter_ideology","Matrix"
"1504","pablobarbera","twitter_ideology","rmongodb"
"1505","pablobarbera","twitter_ideology","dplyr"
"1506","pablobarbera","twitter_ideology","ggplot2"
"1507","pablobarbera","twitter_ideology","rstan"
"1508","pablobarbera","twitter_ideology","parallel"
"1509","pablobarbera","twitter_ideology","scales"
"1510","pablobarbera","twitter_ideology","ggthemes"
"1511","pablobarbera","twitter_ideology","MASS"
"1512","pablobarbera","twitter_ideology","grid"
"1513","pablobarbera","twitter_ideology","multicore"
"1514","pablobarbera","twitter_ideology","gridExtra"
"1515","pablobarbera","twitter_ideology","reshape2"
"1516","pablobarbera","twitter_ideology","streamR"
"1517","pablobarbera","votes","XML"
"1518","pablobarbera","votes","RMySQL"
"1519","pablobarbera","workshop","ROAuth"
"1520","pablobarbera","workshop","twitteR"
"1521","pablobarbera","workshop","igraph"
"1522","pablobarbera","workshop","streamR"
"1523","pablobarbera","workshop","ggplot2"
"1524","pablobarbera","workshop","grid"
"1525","pablobarbera","workshop","XML); library(plyr"
"1526","pablobarbera","workshop","XML"
"1527","pablobarbera","workshop","stringr"
"1528","pablobarbera","zombies","googleVis"
"1529","pablobarbera","zombies","RMySQL"
"1530","pablobarbera","zombies","XML"
"1531","rdpeng","Biostat776","microbenchmark"
"1532","rdpeng","Biostat776","dplyr, warn.conflicts = FALSE"
"1533","rdpeng","Biostat776","manipulate"
"1534","rdpeng","Biostat776","ggplot2"
"1535","rdpeng","Biostat776","dplyr"
"1536","rdpeng","Biostat776","shiny"
"1537","rdpeng","Biostat776","datasets"
"1538","rdpeng","Biostat776","readr"
"1539","rdpeng","Biostat778_HW1","Homework1"
"1540","rdpeng","Biostat778_HW1","datasets"
"1541","rdpeng","exdata","knitr"
"1542","rdpeng","exdata","dplyr, warn.conflicts = FALSE"
"1543","rdpeng","exdata","MASS"
"1544","rdpeng","JeffLeekChatBot","shiny"
"1545","rdpeng","JeffLeekChatBot","httr"
"1546","rdpeng","JeffLeekChatBot","JeffLeekMeme"
"1547","rdpeng","JeffLeekChatBot","jsonlite"
"1548","rdpeng","Minnesota2013","maps"
"1549","rdpeng","pread","parallel"
"1550","renkun-ken","japan-r-talk-2017","parallel"
"1551","renkun-ken","japan-r-talk-2017","data.table"
"1552","renkun-ken","nonparams","xts"
"1553","renkun-ken","rlist-tutorial","rlist"
"1554","renkun-ken","rlist-tutorial","pipeR"
"1555","renkun-ken","rlist-tutorial","babynames"
"1556","road2stat","conjugate-normal-umkv","""shiny"""
"1557","road2stat","conjugate-normal-umkv","""ggsci"""
"1558","road2stat","dockflow","'liftr'"
"1559","road2stat","hdnom-appmaker","'shiny'"
"1560","road2stat","hdnom-appmaker","'hdnom'"
"1561","road2stat","imgsvd","""shiny"""
"1562","road2stat","imgsvd","""rARPACK"""
"1563","road2stat","imgsvd","""jpeg"""
"1564","road2stat","imgsvd","""png"""
"1565","road2stat","imgsvd","""markdown"""
"1566","road2stat","MEF","'randomForest'"
"1567","road2stat","MEF","'foreach'"
"1568","road2stat","MEF","'doMC'"
"1569","road2stat","MEF","'cMap2data'"
"1570","road2stat","MEF","'proxy'"
"1571","road2stat","MEF","'compiler')  # enable JIT for getsim("
"1572","road2stat","MEF","'GOSemSim'"
"1573","road2stat","MEF","'parallel'"
"1574","road2stat","MEF","'igraph'"
"1575","road2stat","MEF","'Biostrings'"
"1576","road2stat","MEF","'ROCR'"
"1577","road2stat","MEF","'ggplot2'"
"1578","road2stat","pcaexplorer-shiny","""shiny"""
"1579","road2stat","pcaexplorer-shiny","""shinydashboard"""
"1580","road2stat","pcaexplorer-shiny","""shinyAce"""
"1581","road2stat","pcaexplorer-shiny","""shinyBS"""
"1582","road2stat","pcaexplorer-shiny","""DT"""
"1583","road2stat","pcaexplorer-shiny","""NMF"""
"1584","road2stat","pcaexplorer-shiny","""rmarkdown"""
"1585","road2stat","pcaexplorer-shiny","""threejs"""
"1586","road2stat","pcaexplorer-shiny","""d3heatmap"""
"1587","road2stat","pcaexplorer-shiny","""scales"""
"1588","road2stat","pcaexplorer-shiny","""plyr"""
"1589","road2stat","pcaexplorer-shiny","""ggplot2"""
"1590","road2stat","pcaexplorer-shiny","""ggrepel"""
"1591","road2stat","pcaexplorer-shiny","""pheatmap"""
"1592","road2stat","pcaexplorer-shiny","""tidyr"""
"1593","road2stat","pcaexplorer-shiny","""knitr"""
"1594","road2stat","pcaexplorer-shiny","""airway"""
"1595","road2stat","pcaexplorer-shiny","""DESeq2"""
"1596","road2stat","pcaexplorer-shiny","""SummarizedExperiment"""
"1597","road2stat","pcaexplorer-shiny","""GenomicRanges"""
"1598","road2stat","pcaexplorer-shiny","""IRanges"""
"1599","road2stat","pcaexplorer-shiny","""S4Vectors"""
"1600","road2stat","pcaexplorer-shiny","""genefilter"""
"1601","road2stat","pcaexplorer-shiny","""limma"""
"1602","road2stat","pcaexplorer-shiny","""AnnotationDbi"""
"1603","road2stat","pcaexplorer-shiny","""GOstats"""
"1604","road2stat","pcaexplorer-shiny","""GO.db"""
"1605","road2stat","pcaexplorer-shiny","""topGO"""
"1606","road2stat","pcaexplorer-shiny","""biomaRt"""
"1607","road2stat","pcaexplorer-shiny","""org.Hs.eg.db"""
"1608","road2stat","ShinyDSCR","'xlsx'"
"1609","road2stat","ShinyDSCR","'shiny'"
"1610","road2stat","ShinyDSCR","'dscr'"
"1611","road2stat","ShinyDSCR","'markdown'"
"1612","road2stat","ShinyDSCR","'knitr'"
"1613","road2stat","ShinyDSCR","'shinyAce'"
"1614","road2stat","signify","'shiny'"
"1615","road2stat","signify","'markdown'"
"1616","road2stat","tea-sea-cha-land","'dplyr'"
"1617","road2stat","tea-sea-cha-land","'REmap'"
"1618","Robinlovelace","bikeR","XLConnect"
"1619","Robinlovelace","bikeR","rJava"
"1620","Robinlovelace","bikeR","knitr"
"1621","Robinlovelace","bikeR","ggplot2"
"1622","Robinlovelace","bikeR","spatstat"
"1623","Robinlovelace","bikeR","maptools"
"1624","Robinlovelace","bikeR","ggmap"
"1625","Robinlovelace","bikeR","leaflet"
"1626","Robinlovelace","bikeR","lubridate"
"1627","Robinlovelace","bikeR","maps"
"1628","Robinlovelace","bikeR","RColorBrewer"
"1629","Robinlovelace","bikeR","dplyr"
"1630","Robinlovelace","bikeR","tidyr"
"1631","Robinlovelace","bikeR","rgdal"
"1632","Robinlovelace","bikeR","chron"
"1633","Robinlovelace","bikeR","gdata"
"1634","Robinlovelace","bikeR","plyr"
"1635","Robinlovelace","bikeR","gridExtra"
"1636","Robinlovelace","cdrcr","jsonlite"
"1637","Robinlovelace","cdrcr","stringr"
"1638","Robinlovelace","cdrcr","sp"
"1639","Robinlovelace","cdrcr","tmap"
"1640","Robinlovelace","cdrcr","RODBC"
"1641","Robinlovelace","cdrcr","leaflet"
"1642","Robinlovelace","cdrcr","rgdal"
"1643","Robinlovelace","cycle-challange","rgdal"
"1644","Robinlovelace","cycle-challange","dplyr"
"1645","Robinlovelace","cycle-challange","GISTools"
"1646","Robinlovelace","cycle-challange","ineq"
"1647","Robinlovelace","cycling-chd","data.table"
"1648","Robinlovelace","cycling-chd","plyr"
"1649","Robinlovelace","cycling-chd","INLA"
"1650","Robinlovelace","cycling-chd","tmap"
"1651","Robinlovelace","cycling-chd","dplyr"
"1652","Robinlovelace","cycling-chd","sp"
"1653","Robinlovelace","cycling-chd","tidyr"
"1654","Robinlovelace","cycling-chd","readr"
"1655","Robinlovelace","cycling-chd","downloader"
"1656","Robinlovelace","cycling-chd","sf"
"1657","Robinlovelace","cycling-chd","ukboundaries"
"1658","Robinlovelace","gb-road-traffic-counts","readr"
"1659","Robinlovelace","gb-road-traffic-counts","dplyr"
"1660","Robinlovelace","gb-road-traffic-counts","ggplot2"
"1661","Robinlovelace","GEOSTAT2015-viz-challenge","animation"
"1662","Robinlovelace","GEOSTAT2015-viz-challenge","raster"
"1663","Robinlovelace","GEOSTAT2015-viz-challenge","gstat"
"1664","Robinlovelace","GEOSTAT2015-viz-challenge","rasterVis"
"1665","Robinlovelace","GEOSTAT2015-viz-challenge","googlesheets"
"1666","Robinlovelace","GEOSTAT2015-viz-challenge","magrittr"
"1667","Robinlovelace","GEOSTAT2015-viz-challenge","spatstat"
"1668","Robinlovelace","GEOSTAT2015-viz-challenge","maptools"
"1669","Robinlovelace","GEOSTAT2015-viz-challenge","shiny"
"1670","Robinlovelace","GEOSTAT2015-viz-challenge","leaflet"
"1671","Robinlovelace","GEOSTAT2015-viz-challenge","sp"
"1672","Robinlovelace","GEOSTAT2015-viz-challenge","lubridate"
"1673","Robinlovelace","GEOSTAT2015-viz-challenge","dplyr"
"1674","Robinlovelace","GEOSTAT2015-viz-challenge","RColorBrewer"
"1675","Robinlovelace","GEOSTAT2015-viz-challenge","ggplot2"
"1676","Robinlovelace","GEOSTAT2015-viz-challenge","scales"
"1677","Robinlovelace","GEOSTAT2015-viz-challenge","tidyr"
"1678","Robinlovelace","gpsViz","shiny"
"1679","Robinlovelace","gpsViz","leaflet"
"1680","Robinlovelace","gpsViz","sp"
"1681","Robinlovelace","gpsViz","sf"
"1682","Robinlovelace","gpsViz","mapview"
"1683","Robinlovelace","ipu","dplyr"
"1684","Robinlovelace","ipu","raster"
"1685","Robinlovelace","ipu","shiny"
"1686","Robinlovelace","ipu","leaflet"
"1687","Robinlovelace","learning-shiny","shiny"
"1688","Robinlovelace","match-my-route","stplanr"
"1689","Robinlovelace","match-my-route","shiny"
"1690","Robinlovelace","match-my-route","leaflet"
"1691","Robinlovelace","r-vs-python-geo","sp"
"1692","Robinlovelace","roadseg","osmplotr"
"1693","Robinlovelace","roadseg","tmap"
"1694","Robinlovelace","roadseg","sp"
"1695","Robinlovelace","sdvwR","rgdal) # load the package (this needs to have been installed"
"1696","Robinlovelace","sdvwR","ggplot2"
"1697","Robinlovelace","sdvwR","RColorBrewer"
"1698","Robinlovelace","sdvwR","classInt"
"1699","Robinlovelace","sdvwR","gridExtra"
"1700","Robinlovelace","sdvwR","ggmap"
"1701","Robinlovelace","sdvwR","rgdal"
"1702","Robinlovelace","sdvwR","png"
"1703","Robinlovelace","shinyJunk","shiny"
"1704","Robinlovelace","shinyLeaflet","shiny"
"1705","Robinlovelace","shinyLeaflet","leaflet"
"1706","Robinlovelace","shinyLeaflet","RColorBrewer"
"1707","Robinlovelace","spatialSetViz","sp"
"1708","Robinlovelace","spatialSetViz","tmap"
"1709","Robinlovelace","spatialSetViz","igraph"
"1710","Robinlovelace","STATS19_scanner","shiny) ; library(shinydashboard) ; library(dplyr) ; library(rgdal) ; library(leaflet) ; library(RColorBrewer) ; library(ggvis) ; library(DT"
"1711","Robinlovelace","STATS19_scanner","dplyr"
"1712","Robinlovelace","STATS19_scanner","maptools"
"1713","Robinlovelace","TfL-internship","sf"
"1714","Robinlovelace","tithe-map-tiles","sp"
"1715","Robinlovelace","tithe-map-tiles","tmap"
"1716","Robinlovelace","tithe-map-tiles","leaflet"
"1717","Robinlovelace","tithe-map-tiles","raster"
"1718","Robinlovelace","travelHack","sf"
"1719","Robinlovelace","travelHack","tmap"
"1720","Robinlovelace","travelHack","devtools"
"1721","Robinlovelace","travelHack","stplanr"
"1722","Robinlovelace","travelHack-data","sf"
"1723","Robinlovelace","travelHack-data","tmap"
"1724","sckott","baad_blog","knitr, quietly = TRUE"
"1725","sckott","baad_blog","maps, quietly = TRUE"
"1726","sckott","baad_blog","mapdata, quietly = TRUE"
"1727","sckott","baad_blog","plyr, quietly = TRUE"
"1728","sckott","chave","""curl"""
"1729","sckott","chave","""readxl"""
"1730","sckott","chave","""dplyr"""
"1731","sckott","mapuris","""rplos"""
"1732","sckott","mapuris","""rcrossref"""
"1733","sckott","mapuris","""dplyr"""
"1734","sckott","mapuris","""httr"""
"1735","sckott","mapuris","""jsonlite"""
"1736","sckott","mapuris","""XML"""
"1737","sckott","mapuris","""alm"""
"1738","sckott","mapuris","plyr"
"1739","sckott","nsidc","""crul"""
"1740","sckott","pigot","""curl"""
"1741","sckott","pigot","""readxl"""
"1742","sckott","pigot","""dplyr"""
"1743","sckott","taxize_sql","""stringr"""
"1744","sckott","taxize_sql","""dplyr"""
"1745","seandavi","BiocIntegrativeCancerVis","""TCGAbiolinks"""
"1746","seandavi","BiocIntegrativeCancerVis","ComplexHeatmap"
"1747","seandavi","BiocIntegrativeCancerVis","caOmicsV"
"1748","seandavi","BiocIntegrativeCancerVis","ggplot2"
"1749","seandavi","BiocIntegrativeCancerVis","edgeR"
"1750","seandavi","BiocIntegrativeCancerVis","RCircos"
"1751","seandavi","BiocIntegrativeCancerVis","GenomicRanges"
