"","ile","czestosc"
"checkIntegrity",1,0
"checkIntegrityOfSingleBeadLevelDataObject",1,0
"checkinvalid",1,0
"checkList",1,0
"checkMethod",1,0
"checkMinDims",1,0
"checkOption",1,0
"checkPackageInstalled",1,0
"checkPackageVersion",1,0
"checkPerts",1,0
"checkPosControls",1,0
"checkRange",1,0
"checkReadOnly",1,0
"checkRequiredInputs",1,0
"CheckSignificance",1,0
"checkStructure",1,0
"checksum",1,0
"checkTableConsistency",1,0
"checkTags",1,0
"checkTreeEdges",1,0
"checkTrue",1,0
"checkVars",1,0
"checkVigTemplate",1,0
"checkWrapperArgs",1,0
"chicagoData",1,0
"chklen",1,0
"chooseCentralOrgPkgSymbol",1,0
"chordDiagram",1,0
"chrBreakpoints",1,0
"chrHeatMap",1,0
"chrLength",1,0
"chromatinHMMAll_UCSC",1,0
"chromDraw",1,0
"chromosomes",1,0
"chrplotMar",1,0
"chrs",1,0
"chtsGetSetting",1,0
"chtsModule",1,0
"chtsSetSetting",1,0
"cid",1,0
"cigar",1,0
"cigarRangesAlongReferenceSpace",1,0
"circos.clear",1,0
"circos.par",1,0
"circos.text",1,0
"cl_agreement",1,0
"cl_class_ids",1,0
"cl_ensemble",1,0
"cl_medoid",1,0
"classify",1,0
"clean_common_area_after_processing",1,0
"cleanbfc",1,0
"cleanup_model_names",1,0
"cleanupDependency",1,0
"clearBEgenes",1,0
"ClinVarCnv_UCSC",1,0
"ClinVarMain_UCSC",1,0
"close.connection",1,0
"closefn.gds",1,0
"closeOfstream",1,0
"closeTag",1,0
"cloud",1,0
"clusGap",1,0
"cluster",1,0
"cluster.clean.quit.Web",1,0
"cluster_louvain",1,0
"clusterApplyLB",1,0
"clusterCall",1,0
"clusterEvalQ",1,0
"clusterLabels",1,0
"clusterMaker",1,0
"clusterMatrix",1,0
"clusterMethods",1,0
"clusterSetRNGStream",1,0
"clusterTrackingPlot",1,0
"clusterTypes",1,0
"cm.colors",1,0
"CM.search.sub",1,0
"cma.scores",1,0
"cma.simulator",1,0
"cmfit",1,0
"cmfitall",1,0
"cmfitfull",1,0
"cmfitsep",1,0
"CMsearch",1,0
"CNV.bin",1,0
"CNV.detail",1,0
"CNV.fit",1,0
"CNV.fitModel",1,0
"CNV.segment",1,0
"code",1,0
"codon2id",1,0
"coexpr",1,0
"colfunc",1,0
"collect",1,0
"colorpanel",1,0
"colorRamp2",1,0
"colorS",1,0
"colourInput",1,0
"colsum",1,0
"columns",1,0
"colVars",1,0
"combine.func",1,0
"combineBlocks",1,0
"combineCalc",1,0
"combineHypothese",1,0
"combineScores",1,0
"combineScoresPar",1,0
"commandArgs",1,0
"comment",1,0
"commonName",1,0
"commonRegions",1,0
"comp.B",1,0
"comp.F",1,0
"comp.FC",1,0
"comp.modF",1,0
"comp.modt",1,0
"comp.SAM",1,0
"comp.t",1,0
"compact.data.frame",1,0
"compactList",1,0
"comparable_seqtypes",1,0
"compare",1,0
"compare2cellHTS",1,0
"compareCoveragesReg",1,0
"compareZscores",1,0
"compatCNOlist",1,0
"compensatedParameter",1,0
"compensation",1,0
"compute",1,0
"compute.gset.dstats",1,0
"compute_alpha",1,0
"compute_deviations_single",1,0
"compute_genewise_dropouts",1,0
"computeA",1,0
"computebeta.gds",1,0
"computeExpectations",1,0
"computeFDR",1,0
"computeFeatures.moment",1,0
"computeFeatures.shape",1,0
"computeFN",1,0
"computeFP",1,0
"computeHamming",1,0
"computeIC",1,0
"computeLoglik",1,0
"computeM",1,0
"computeMCC",1,0
"computeMeans",1,0
"computeOverlap",1,0
"computePrior",1,0
"computeScoreDT",1,0
"computeSignal",1,0
"computeSimilarity",1,0
"computeSorensen",1,0
"computeTN",1,0
"ComputeTongs",1,0
"computeTP",1,0
"computeTPR",1,0
"computeTypeIerror",1,0
"computeVars",1,0
"comsub",1,0
"condition",1,0
"confs",1,0
"connComp",1,0
"connect",1,0
"connectivityMatrix",1,0
"consensus",1,0
"consensusmap",1,0
"constructBafLrrSetListFrom",1,0
"constructOligoSetListFrom",1,0
"contacts",1,0
"Context",1,0
"contrasts",1,0
"control",1,0
"controlFunction",1,0
"convert",1,0
"convert_to_ix_list",1,0
"convertFormat",1,0
"convertHeight",1,0
"convertInputColors",1,0
"convertInputData",1,0
"convertListTocompData",1,0
"convertMethFile",1,0
"convertRS",1,0
"convertToImage",1,0
"convertWidth",1,0
"coord",1,0
"coordLabels",1,0
"copaFilter",1,0
"copy",1,0
"copyHTML",1,0
"copySubstitute",1,0
"coregnetToDataframe",1,0
"coregulators",1,0
"corr.both",1,0
"corw",1,0
"coseqModelPlots",1,0
"COSMIC_UCSC",1,0
"count.matrix",1,0
"countAmplicons",1,0
"countBam",1,0
"countBamInGRanges",1,0
"countduplicated",1,0
"countIndels",1,0
"countLines",1,0
"counts_check",1,0
"counts2mpc",1,0
"countsb",1,0
"countse1i",1,0
"countsg",1,0
"countsie2",1,0
"countsj",1,0
"countSubjectHits",1,0
"cov",1,0
"cov.bin",1,0
"cov.wt",1,0
"covMcd",1,0
"cp.to.dp",1,0
"cpg2regions",1,0
"cpgIslands_UCSC",1,0
"cpgregions_to_results",1,0
"cpm",1,0
"cpPELT",1,0
"cpt.mean",1,0
"cpts",1,0
"cr",1,0
"cRamp",1,0
"cRampF",1,0
"create.aCGH",1,0
"create.color.bar",1,0
"create_null_dropout_model",1,0
"create_rbf_object",1,0
"createBinaryImage",1,0
"createBufferedMatrix",1,0
"createChrMatrix",1,0
"createCntrTableGeneric",1,0
"createDummy",1,0
"createEnsemble",1,0
"createFF",1,0
"createfn.gds",1,0
"createKEGGLinks",1,0
"createLBodeContPars",1,0
"createMask",1,0
"createOutputFolder",1,0
"createPackage",1,0
"createProgressList",1,0
"createResultsRmdFile",1,0
"createScoreFile",1,0
"createSelectionPanel",1,0
"createStyle",1,0
"createTableArrChrom",1,0
"createWidget",1,0
"createWorkbook",1,0
"CrisprSet",1,0
"crossn",1,0
"Csizeof",1,0
"ctrlsPerPlate",1,0
"CTSScoordinatesGR",1,0
"CTSStagCountDF",1,0
"CTSStagCountSE",1,0
"Ctypeof",1,0
"cumGenPosition",1,0
"cummax",1,0
"cumprod",1,0
"curlOptions",1,0
"curlPerform",1,0
"current.viewport",1,0
"current.vpTree",1,0
"curveFit",1,0
"cut2",1,0
"cutGRangesPerChromosome",1,0
"cutoff",1,0
"Cutoff_p",1,0
"cutpointsEstimator",1,0
"cutreeDynamic",1,0
"cv.glmnet",1,0
"CyData",1,0
"cytof_cluster",1,0
"cytof_clusterPlot",1,0
"cytof_dimReduction",1,0
"cytof_expressionTrends",1,0
"cytof_progression",1,0
"cytof_progressionPlot",1,0
"cytof_writeResults",1,0
"daglad.ADa.1",1,0
"dat2gr",1,0
"Data",1,0
"data.class",1,0
"data.frame2GRanges",1,0
"data.normalization",1,0
"data_frame",1,0
"datablock",1,0
"datablock2ma",1,0
"dataFrame2object",1,0
"dataFrameToList",1,0
"dataMean",1,0
"dataPrec",1,0
"datasetList",1,0
"dataTableProxy",1,0
"dataTrim",1,0
"datName",1,0
"DAVIDFunctionalAnnotationChart",1,0
"DAVIDGODag",1,0
"dbAttach",1,0
"dbBegin",1,0
"dbCommit",1,0
"dbetabinom",1,0
"dbGetPreparedQuery",1,0
"dbListConnections",1,0
"dbmeta",1,0
"dbQuery",1,0
"dbReadTable",1,0
"dbRemoveTable",1,0
"dbSendStatement",1,0
"dbvn",1,0
"dchisq",1,0
"DDHFinput",1,0
"ddhft.np.2",1,0
"ddply",1,0
"debugFn",1,0
"debugVars",1,0
"DecayFunction",1,0
"decide_transcript_category",1,0
"decideTests",1,0
"DecodeInputCAArguments",1,0
"decodeQuality",1,0
"decompose",1,0
"decompress",1,0
"DeconRNASeq",1,0
"deds.calcAdjP",1,0
"deds.calcFDR",1,0
"deds.checkB",1,0
"deds.checkclasslabel",1,0
"deds.checkothers",1,0
"deds.checkX",1,0
"deds.genExtra",1,0
"deds.next.sample",1,0
"deepblue_column_types",1,0
"deepblue_convert_to_df",1,0
"deepblue_convert_to_grange",1,0
"deepblue_get_db",1,0
"deepblue_get_request_data",1,0
"deepblue_info",1,0
"deepblue_list_column_types",1,0
"deepblue_options",1,0
"deepblue_parse_gtf",1,0
"deepblue_switch_get_request_data",1,0
"deepblue_wait_request",1,0
"default.list",1,0
"defaultControl",1,0
"defaultErrorProb",1,0
"defaultFunctions",1,0
"defaultGenerator",1,0
"defaultInit",1,0
"defaultLastFeat",1,0
"defaults",1,0
"defaultSettings",1,0
"defaultTransition",1,0
"define_cluster",1,0
"definePlotColors",1,0
"definition2SDFset",1,0
"deg",1,0
"deGate",1,0
"degDefault",1,0
"delete",1,0
"delete_OpenBabel__OBElement",1,0
"delete_OpenBabel__OBElementTable",1,0
"delete_OpenBabel__OBError",1,0
"delete_OpenBabel__OBExternalBond",1,0
"delete_OpenBabel__OBExternalBondData",1,0
"delete_OpenBabel__OBFFCalculation2",1,0
"delete_OpenBabel__OBFFCalculation3",1,0
"delete_OpenBabel__OBFFCalculation4",1,0
"delete_OpenBabel__OBFFConstraint",1,0
"delete_OpenBabel__OBFFConstraints",1,0
"delete_OpenBabel__OBFFParameter",1,0
"delete_OpenBabel__OBFingerprint",1,0
"delete_OpenBabel__OBForceField",1,0
"delete_OpenBabel__OBFormat",1,0
"delete_OpenBabel__OBGenericData",1,0
"delete_OpenBabel__OBGlobalDataBase",1,0
"delete_OpenBabel__OBGridData",1,0
"delete_OpenBabel__OBInternalCoord",1,0
"delete_OpenBabel__OBIsotopeTable",1,0
"delete_OpenBabel__obLogBuf",1,0
"delete_OpenBabel__OBMatrixData",1,0
"delete_OpenBabel__OBMessageHandler",1,0
"delete_OpenBabel__OBMol",1,0
"delete_OpenBabel__OBMolAngleIter",1,0
"delete_OpenBabel__OBMolAtomBFSIter",1,0
"delete_OpenBabel__OBMolAtomDFSIter",1,0
"delete_OpenBabel__OBMolAtomIter",1,0
"delete_OpenBabel__OBMolBondBFSIter",1,0
"delete_OpenBabel__OBMolBondIter",1,0
"delete_OpenBabel__OBMolPairIter",1,0
"delete_OpenBabel__OBMolRingIter",1,0
"delete_OpenBabel__OBMolTorsionIter",1,0
"delete_OpenBabel__OBOp",1,0
"delete_OpenBabel__OBOrbital",1,0
"delete_OpenBabel__OBOrbitalData",1,0
"delete_OpenBabel__OBPairData",1,0
"delete_OpenBabel__OBPlugin",1,0
"delete_OpenBabel__OBRandom",1,0
"delete_OpenBabel__OBResidue",1,0
"delete_OpenBabel__OBResidueAtomIter",1,0
"delete_OpenBabel__OBResidueData",1,0
"delete_OpenBabel__OBResidueIter",1,0
"delete_OpenBabel__OBRing",1,0
"delete_OpenBabel__OBRingData",1,0
"delete_OpenBabel__OBRingSearch",1,0
"delete_OpenBabel__OBRingTyper",1,0
"delete_OpenBabel__OBRotationData",1,0
"delete_OpenBabel__OBRTree",1,0
"delete_OpenBabel__OBSerialNums",1,0
"delete_OpenBabel__OBSetData",1,0
"delete_OpenBabel__OBSmartsMatcher",1,0
"delete_OpenBabel__OBSmartsPattern",1,0
"delete_OpenBabel__OBSqrtTbl",1,0
"delete_OpenBabel__OBSSMatch",1,0
"delete_OpenBabel__OBStopwatch",1,0
"delete_OpenBabel__OBSymmetryData",1,0
"delete_OpenBabel__OBTorsion",1,0
"delete_OpenBabel__OBTorsionData",1,0
"delete_OpenBabel__OBTypeTable",1,0
"delete_OpenBabel__OBUnitCell",1,0
"delete_OpenBabel__OBVectorData",1,0
"delete_OpenBabel__OBVibrationData",1,0
"delete_OpenBabel__OBVirtualBond",1,0
"delete_OpenBabel__SpaceGroup",1,0
"delete_OpenBabel__transform3d",1,0
"delete_OpenBabel__vector3",1,0
"delete_std__binary_functionT_char_const_p_char_const_p_bool_t",1,0
"delete_std__pairT_unsigned_int_unsigned_int_t",1,0
"delete_std__stringbuf",1,0
"delete_std__vectorT_double_std__allocatorT_double_t_t",1,0
"delete_std__vectorT_int_std__allocatorT_int_t_t",1,0
"delete_std__vectorT_OpenBabel__OBBond_std__allocatorT_OpenBabel__OBBond_t_t",1,0
"delete_std__vectorT_OpenBabel__OBGenericData_p_std__allocatorT_OpenBabel__OBGenericData_p_t_t",1,0
"delete_std__vectorT_OpenBabel__OBInternalCoord_p_std__allocatorT_OpenBabel__OBInternalCoord_p_t_t",1,0
"delete_std__vectorT_OpenBabel__OBMol_std__allocatorT_OpenBabel__OBMol_t_t",1,0
"delete_std__vectorT_OpenBabel__OBResidue_std__allocatorT_OpenBabel__OBResidue_t_t",1,0
"delete_std__vectorT_OpenBabel__OBRing_p_std__allocatorT_OpenBabel__OBRing_p_t_t",1,0
"delete_std__vectorT_OpenBabel__OBRing_std__allocatorT_OpenBabel__OBRing_t_t",1,0
"delete_std__vectorT_OpenBabel__vector3_std__allocatorT_OpenBabel__vector3_t_t",1,0
"delete_std__vectorT_std__pairT_unsigned_int_unsigned_int_t_std__allocatorT_std__pairT_unsigned_int_unsigned_int_t_t_t",1,0
"delete_std__vectorT_std__string_std__allocatorT_std__string_t_t",1,0
"delete_std__vectorT_std__vectorT_int_std__allocatorT_int_t_t_std__allocatorT_std__vectorT_int_std__allocatorT_int_t_t_t_t",1,0
"delete_std__vectorT_std__vectorT_OpenBabel__vector3_std__allocatorT_OpenBabel__vector3_t_t_std__allocatorT_std__vectorT_OpenBabel__vector3_std__allocatorT_OpenBabel__vector3_t_t_t_t",1,0
"delete_std__vectorT_std__vectorT_std__pairT_unsigned_int_unsigned_int_t_std__allocatorT_std__pairT_unsigned_int_unsigned_int_t_t_t_std__allocatorT_std__vectorT_std__pairT_unsigned_int_unsigned_int_t_std__allocatorT_std__pairT_unsigned_int_unsigned_int_t_t_t_t_t",1,0
"delete_std__vectorT_unsigned_int_std__allocatorT_unsigned_int_t_t",1,0
"delete_stringp",1,0
"deleteNodeAttribute",1,0
"deleteResources",1,0
"deleteWindow",1,0
"DelRegionTooSmall",1,0
"demultiplex",1,0
"dend_branches_heights",1,0
"denoisefun",1,0
"densCols",1,0
"densityplot",1,0
"deriv",1,0
"descendMin",1,0
"describe",1,0
"description",1,0
"DESeq2Data",1,0
"DESeqDataSetFromMatrix",1,0
"DESeqTransform",1,0
"design_matrix",1,0
"detach",1,0
"detect_pattern",1,0
"dev.list",1,0
"dev.print",1,0
"dev.set",1,0
"devAskNewPage",1,0
"deviceIsInteractive",1,0
"df",1,0
"df0",1,0
"dfs_tree",1,0
"dfsfit.gdsn",1,0
"diceSim",1,0
"difference",1,0
"diffreport",1,0
"digest",1,0
"diggitConditional",1,0
"diggitMR",1,0
"diggitRegulon",1,0
"dims",1,0
"DirectedHyperedge",1,0
"direction",1,0
"discreteNorm",1,0
"DiscretiseData",1,0
"disj",1,0
"disjoin",1,0
"disk.usage",1,0
"dispatchMessage",1,0
"dispersionFunction",1,0
"dispFun",1,0
"display",1,0
"displayGraph",1,0
"dist.fn",1,0
"dist2",1,0
"distance",1,0
"distinct_",1,0
"distmap",1,0
"distribute",1,0
"distSquared",1,0
"divideEachSampleByChromosomes",1,0
"divPalette",1,0
"dks.pvalue",1,0
"dlossp",1,0
"dm_fitRegression",1,0
"dm_HessianG",1,0
"dmn",1,0
"dmrFind",1,0
"dmrPlotAnnotations",1,0
"dmrPlotComparisons",1,0
"dmSQTL_CRadjustment",1,0
"dmSQTL_fit",1,0
"dmultinom",1,0
"DNAData",1,0
"DNAse_UCSC",1,0
"DNASeg",1,0
"dnorm_poly_multibatch_pooled",1,0
"dnorm_quantiles",1,0
"dnorm_singlebatch",1,0
"dnormmix",1,0
"do.clusterComp",1,0
"do.trans.probs",1,0
"doALS",1,0
"doc_date",1,0
"doCirclize",1,0
"docType",1,0
"doesFileLoadPackage",1,0
"doesManPageHaveRunnableExample",1,0
"doGET",1,0
"doJACCit",1,0
"done",1,0
"dosmooth",1,0
"dotchart",1,0
"doTransform",1,0
"downCueGraph",1,0
"download_ctd_genes",1,0
"download_url",1,0
"downloadHandler",1,0
"downloadKEGGPathwayList",1,0
"downloadResource",1,0
"doZtrans.merge",1,0
"doZtrans.single",1,0
"dpareto",1,0
"dPdW",1,0
"dPhidPcp",1,0
"draw.d",1,0
"draw.key",1,0
"draw.plot.axis.data",1,0
"draw.plot.linesconnection",1,0
"draw.scale",1,0
"draw_annotation_legend",1,0
"draw_annotations",1,0
"draw_connection",1,0
"draw_dendrogram",1,0
"draw_headerplot",1,0
"draw_legend",1,0
"draw_main",1,0
"draw_matrix",1,0
"draw_polar_legend",1,0
"draw_row_annotations",1,0
"drawGene",1,0
"drawMetaData",1,0
"drawPlot",1,0
"drawSegs",1,0
"drawTreeGraph",1,0
"drawVenn",1,0
"drivers",1,0
"dropGenes",1,0
"dropRedundantTables",1,0
"dsn",1,0
"dst",1,0
"dudi.pca",1,0
"dump",1,0
"duncan.test",1,0
"duplicate",1,0
"dustyScore",1,0
"dyn.cross",1,0
"e.divisive",1,0
"ebayes",1,0
"ec",1,0
"ECDF",1,0
"ecount",1,0
"edge.qvalue",1,0
"edgeDataDefaults",1,0
"edgeMatrix",1,0
"edit",1,0
"eexpr",1,0
"eg2sym",1,0
"ego",1,0
"eigenassays",1,0
"eigenfeatures",1,0
"ElemDesc_get",1,0
"ElemDesc_set",1,0
"ElemNo_get",1,0
"ElemNo_set",1,0
"ellipse",1,0
"em.normal.partial.concordant",1,0
"EM.starting.point",1,0
"Emperical_P_down",1,0
"Emperical_P_twosided",1,0
"Emperical_P_up",1,0
"emptyresult",1,0
"encodeQuality",1,0
"endIndex",1,0
"ends_with",1,0
"endsWith",1,0
"enforceDeterministicResult",1,0
"enquo",1,0
"enrich_p",1,0
"enumFromInteger",1,0
"enumToInteger",1,0
"envAddEdge",1,0
"environmentName",1,0
"epimutationRegionStats",1,0
"equalizeLibSizes",1,0
"eraseBioNetNode",1,0
"err.msg",1,0
"errorFun",1,0
"es",1,0
"esApply",1,0
"esPSI",1,0
"est.norm.med.search",1,0
"EstDimRMT",1,0
"estimate.bg.rate",1,0
"estimate_missingdata",1,0
"estimate_mu2sigma",1,0
"estimate_undetected2molpercell",1,0
"estimateBrownianComponent",1,0
"estimateDisp",1,0
"estimateDispersionsFit",1,0
"estimateDispersionsGeneEst",1,0
"estimateDistFun",1,0
"estimatePath",1,0
"estimateRefBias",1,0
"estimateRho",1,0
"estimates",1,0
"estimateScalingFactors",1,0
"estimateSizeFactorsForMatrix",1,0
"estimateTagwiseDisp",1,0
"estimateTechnicalNoise",1,0
"etab_get",1,0
"etab_set",1,0
"euc.dist",1,0
"eucdf",1,0
"euclidean",1,0
"EuclideanProjectionENNORM",1,0
"eval_width",1,0
"evalqForSubset",1,0
"eWV",1,0
"exactMass_OB",1,0
"exactTest",1,0
"excludeEigenfeatures",1,0
"excounts",1,0
"exon.changepoint",1,0
"exonsByOverlaps",1,0
"exonsToIntrons",1,0
"expand_Nindex_RangeNSBS",1,0
"ExpandData",1,0
"ExperimentHub",1,0
"experimentList",1,0
"expit",1,0
"explodeCigarOpLengths",1,0
"exportbfc",1,0
"exportBigWigs",1,0
"exportToFile",1,0
"expr_data",1,0
"exprset.log",1,0
"exprsUndeterminedLabel",1,0
"expungeNA",1,0
"extend",1,0
"extendrange",1,0
"extends",1,0
"extract_array",1,0
"extract_feat_acc",1,0
"extractBinding",1,0
"extractGOFromAnnotation",1,0
"extractList",1,0
"extractNAMESPACEFromTarball",1,0
"extractPvalTable",1,0
"extractRowColumn",1,0
"extractTopLevelFiles",1,0
"extractTransitions",1,0
"f.enrProcess",1,0
"f.getCoeff_sm",1,0
"f.getPval_anova",1,0
"f.getPval_sm",1,0
"f.PackGMT",1,0
"f.readConfig",1,0
"f.readData",1,0
"f.testGLM_unit",1,0
"f.testGLM_wrap",1,0
"f_eval",1,0
"f1",1,0
"factor2char",1,0
"factorial",1,0
"fasta.seqlengths",1,0
"fastLmPure",1,0
"fastMatch",1,0
"fastWidth",1,0
"fbum",1,0
"fbumLL",1,0
"fc",1,0
"FDRforTailPP",1,0
"FDRplotTailPP",1,0
"FDRresults",1,0
"fdrThreshold",1,0
"fdrtool",1,0
"feature_generation",1,0
"featureColorMap",1,0
"featureCounts",1,0
"featureCTD",1,0
"featureDIPRODB",1,0
"featureDOMAIN",1,0
"featureFragmentComposition",1,0
"featureGapPairComposition",1,0
"featureHydro",1,0
"featureIDs",1,0
"featureMatrix",1,0
"featurePseudoAAComp",1,0
"featurePSSM",1,0
"features",1,0
"featuresb",1,0
"featuresg",1,0
"fetch",1,0
"fetchCellbase",1,0
"ffapply",1,0
"ffListOut",1,0
"fforder",1,0
"ffVecOut",1,0
"fields",1,0
"fig2dev",1,0
"file_path_as_absolute",1,0
"filename",1,0
"fileParser",1,0
"fillAndReorderBy",1,0
"fillCol",1,0
"fillHashTable",1,0
"fillMatrixList",1,0
"fillRow",1,0
"filter_",1,0
"filter_chr",1,0
"filter_dataset",1,0
"filter_genomicRegions",1,0
"filter_MaxQuant",1,0
"filter_missval",1,0
"filter_regions",1,0
"filter1allele",1,0
"filter2",1,0
"filterBkpStep",1,0
"filterMaxCoverage",1,0
"filterMinCoverage",1,0
"filterMulti",1,0
"filterPeaks",1,0
"FilterRules",1,0
"filtersnr",1,0
"filterSNR",1,0
"filterType",1,0
"final",1,0
"finalNrMatch",1,0
"finalPWM",1,0
"find",1,0
"find.col.index",1,0
"find.hmm.states",1,0
"find_idx_to_update",1,0
"find_neighbors",1,0
"findAdducts",1,0
"findCompoundsByX",1,0
"findCovMaxPos",1,0
"findFileIdx",1,0
"findGenesAllZero",1,0
"findInput",1,0
"findIsotopes",1,0
"findIsotopesPspec",1,0
"findLocus",1,0
"findMCR",1,0
"findMode",1,0
"findOutliers",1,0
"findOutput",1,0
"findPrimaryClusters",1,0
"findPrimaryClustersDensity",1,0
"findQuaternaryCluster",1,0
"findQuaternaryClusterDensity",1,0
"findRegions",1,0
"findRoots",1,0
"findSecondaryClusters",1,0
"findSecondaryClustersDensity",1,0
"findSpan",1,0
"findStrandInvaders",1,0
"findSymbolInParsedCode",1,0
"findTertiaryClusters",1,0
"findTertiaryClustersDensity",1,0
"fingerprint_OB",1,0
"finishArgCheck",1,0
"fishersMethod",1,0
"fishersTrans",1,0
"fit.model",1,0
"fit_transform",1,0
"fitBeta",1,0
"fitDisp",1,0
"fitDispGrid",1,0
"fitdistr",1,0
"fitInfo",1,0
"fitLQ1.LS",1,0
"fitLQ1.LSfr",1,0
"fitLQ1.ML",1,0
"fitModel",1,0
"fitNbinomGLMsForMatrix",1,0
"fitpeaks",1,0
"fitPiecewiseLinreg",1,0
"fixedRow",1,0
"fixHeaderAndGo",1,0
"flagint_to_bit",1,0
"flank",1,0
"flatVSflat",1,0
"flik",1,0
"floating.pie",1,0
"flog",1,0
"flog.appender",1,0
"flog.info",1,0
"flowClust",1,0
"flowclust_step1",1,0
"flowclust_step2",1,0
"flowMeans",1,0
"flowObj",1,0
"fLR",1,0
"fLR2",1,0
"fmt",1,0
"Fn",1,0
"Fnn",1,0
"follow",1,0
"forEachMol",1,0
"forestplot",1,0
"formalArgs",1,0
"format.pval",1,0
"formatFragmentData",1,0
"formatStrand",1,0
"formatstring",1,0
"formatStyle",1,0
"fourierscore",1,0
"foverlaps",1,0
"fpSimOrig",1,0
"fraction",1,0
"fractions",1,0
"fragment",1,0
"freezePane",1,0
"frma",1,0
"fromXStringViewsToStringSet",1,0
"full_join",1,0
"func.compute.p",1,0
"func.next.sample",1,0
"funcName",1,0
"funs",1,0
"fvarMetadata",1,0
"fviz_pca_ind",1,0
"G_Pal",1,0
"GAD_UCSC",1,0
"gadgetTitleBar",1,0
"gage",1,0
"gamma",1,0
"gamma1.to.lambda",1,0
"gapAllowed",1,0
"gaps",1,0
"gather_assign_results",1,0
"gatherChains",1,0
"gcC",1,0
"gcContent_UCSC",1,0
"gcCorrectBafLrrList",1,0
"gcCorrectBeadStudioSet",1,0
"gcCorrectMain",1,0
"gcmessage",1,0
"gcNorm",1,0
"gcNormalize",1,0
"gEdit",1,0
"gEditList",1,0
"genAFold",1,0
"gene.plot",1,0
"gene.trait.min",1,0
"gene_plot",1,0
"geneDetails",1,0
"geneExpInCluster",1,0
"GeneIdFilter",1,0
"geneIdType",1,0
"GeneMeanRatioMatrix",1,0
"GenePositionMean",1,0
"generate",1,0
"generate.table",1,0
"generate_annotation_colours",1,0
"generate_breaks",1,0
"generate_matrix",1,0
"generate_metadata",1,0
"generate_points",1,0
"generate_row_annotation_colours",1,0
"generateCodeHTMLs",1,0
"generateDFofSamplesPerChromosomes",1,0
"GenerateSynthetic",1,0
"generatetype",1,0
"GeneReviews_UCSC",1,0
"genericSlot",1,0
"genes_ENSEMBL",1,0
"genesDE",1,0
"geneSetGPS",1,0
"geneSetTest",1,0
"genesName_ENSEMBL",1,0
"geneToExonProbeset",1,0
"geneToTranscript",1,0
"genfile.list",1,0
"genfile.vec",1,0
"genomeName",1,0
"GenomicInteractions",1,0
"genotypeCorrelation",1,0
"genotypes",1,0
"genQuery",1,0
"genUniform",1,0
"geo_mean",1,0
"geom_arch",1,0
"geom_errorbar",1,0
"geom_hex",1,0
"geom_label_repel",1,0
"geom_linerange",1,0
"geom_path",1,0
"germline",1,0
"get.adjust",1,0
"get.binding.chr",1,0
"get.bindingsite.ranges",1,0
"get.cell.dists",1,0
"get.chr",1,0
"get.chr.len",1,0
"get.chr.lengths",1,0
"get.chr.site.count",1,0
"get.chr.unique.read.count",1,0
"get.cluster",1,0
"get.consensus.subtypes",1,0
"get.coverage",1,0
"get.d",1,0
"get.data.frame",1,0
"get.data.frame.from.incidence",1,0
"get.default.psi.k",1,0
"get.edge.attribute",1,0
"get.gpar",1,0
"get.helland.subtypes",1,0
"get.incidence",1,0
"get.konecny.subtypes",1,0
"get.lm",1,0
"get.mgi.features",1,0
"get.model.spec",1,0
"get.n",1,0
"get.NCIS.norm.factor",1,0
"get.ntrain",1,0
"get.pairs",1,0
"get.pattern.variants",1,0
"get.psi.code",1,0
"get.site.count",1,0
"get.site.count.hist",1,0
"get.summary.code",1,0
"get.unique.read.count.hist",1,0
"get.variants",1,0
"get.verhaak.subtypes",1,0
"get_amplicon",1,0
"get_ask_response",1,0
"get_bins",1,0
"get_composition",1,0
"get_create_asked",1,0
"get_credible_intervals",1,0
"get_ctd_url",1,0
"get_dist",1,0
"get_ensembl_ids",1,0
"get_errors_summary_stats_1_scenario",1,0
"get_expression",1,0
"get_genes_from_regions",1,0
"get_hubs",1,0
"get_IVs",1,0
"get_left_primer",1,0
"get_name",1,0
"get_Nindex_lengths",1,0
"get_Nindex_names_along",1,0
"get_potential_swaps",1,0
"get_results_adaptmle",1,0
"get_right_primer",1,0
"get_rightxlim",1,0
"get_scenario_errors",1,0
"get_signi_combis",1,0
"get_transcripts_ensembl_db",1,0
"get_true_freqs_1snp",1,0
"get_update_asked",1,0
"get_variability_boost_helper",1,0
"get_verbose",1,0
"getAC",1,0
"getACVec",1,0
"getAdjustments",1,0
"getAllDependencies",1,0
"getAllPeakEICs",1,0
"getAllVars",1,0
"getAlphabetFromCharacters",1,0
"getAlphabetFromSequences",1,0
"getAlteredSegs",1,0
"getAlternativeSS",1,0
"getAnnotationCorrelation_core",1,0
"getAnnotationHubOption",1,0
"getAnnotationSynergy_core",1,0
"getAnnotBiomaRt",1,0
"getans",1,0
"getArrayCorrectWellAnno",1,0
"getASB",1,0
"getAUC",1,0
"getAVD",1,0
"getAxisAngle",1,0
"getAxisLength",1,0
"getBaalSlot",1,0
"getBackgroundPeaks",1,0
"getBadDeps",1,0
"getBandIdx",1,0
"getBaseMeansAndPooledVariances",1,0
"getBaseMeansAndVariances",1,0
"getBatchesFromOnDiskLongTable_old",1,0
"getBest",1,0
"getBeta",1,0
"getbiasparam",1,0
"getbiasTable",1,0
