"","autor","funkcja","pakiet"
"15072","Guangchuang Yu","sapply","package:base"
"15073","Guangchuang Yu","seq_len","package:base"
"15074","Guangchuang Yu","sort","package:base"
"15075","Guangchuang Yu","structure","package:base"
"15076","Guangchuang Yu","sum","package:base"
"15077","Guangchuang Yu","Sys.info","package:base"
"15078","Guangchuang Yu","Sys.time","package:base"
"15079","Guangchuang Yu","system.file","package:base"
"15080","Guangchuang Yu","t","package:base"
"15081","Guangchuang Yu","tryCatch","package:base"
"15082","Guangchuang Yu","unique","package:base"
"15083","Guangchuang Yu","unlist","package:base"
"15084","Guangchuang Yu","end","package:stats"
"15085","Guangchuang Yu","start","package:stats"
"15086","Guangchuang Yu","legend","package:graphics"
"15087","Guangchuang Yu","pie","package:graphics"
"15088","Guangchuang Yu","par","package:graphics"
"15089","Guangchuang Yu","plot.new","package:graphics"
"15090","Guangchuang Yu","colorRampPalette","package:grDevices"
"15091","Guangchuang Yu","setClass","package:methods"
"15092","Guangchuang Yu","intersect","package:base"
"15093","Guangchuang Yu","floating.pie",NA
"15094","Guangchuang Yu","setMethod","package:methods"
"15095","Guangchuang Yu","signature","package:methods"
"15096","Guangchuang Yu","data","package:utils"
"15097","Guangchuang Yu","download.file","package:utils"
"15098","Guangchuang Yu","select",NA
"15099","Guangchuang Yu","which","package:base"
"15100","Guangchuang Yu","group_by",NA
"15101","Guangchuang Yu","mutate",NA
"15102","Guangchuang Yu","summarise",NA
"15103","Deepayan Sarkar",".Defunct","package:base"
"15104","Deepayan Sarkar","as.data.frame","package:base"
"15105","Deepayan Sarkar","as.integer","package:base"
"15106","Deepayan Sarkar","head","package:utils"
"15107","Deepayan Sarkar","coverage",NA
"15108","Deepayan Sarkar","elementNROWS",NA
"15109","Deepayan Sarkar","c","package:base"
"15110","Deepayan Sarkar","cbind","package:base"
"15111","Deepayan Sarkar","ceiling","package:base"
"15112","Deepayan Sarkar","colnames","package:base"
"15113","Deepayan Sarkar","diff","package:base"
"15114","Deepayan Sarkar","floor","package:base"
"15115","Deepayan Sarkar","start","package:stats"
"15116","Deepayan Sarkar","estimate.bg.rate",NA
"15117","Deepayan Sarkar","findOverlaps",NA
"15118","Deepayan Sarkar","GRanges",NA
"15119","Deepayan Sarkar","IRangesList",NA
"15120","Deepayan Sarkar","peakCutoff",NA
"15121","Deepayan Sarkar","getOption","package:base"
"15122","Deepayan Sarkar","is.na","package:base"
"15123","Deepayan Sarkar","lapply","package:base"
"15124","Deepayan Sarkar","length","package:base"
"15125","Deepayan Sarkar","matrix","package:base"
"15126","Deepayan Sarkar","message","package:base"
"15127","Deepayan Sarkar","missing","package:base"
"15128","Deepayan Sarkar","order","package:base"
"15129","Deepayan Sarkar","paste","package:base"
"15130","Deepayan Sarkar","round","package:base"
"15131","Deepayan Sarkar","sample","package:base"
"15132","Deepayan Sarkar","sapply","package:base"
"15133","Deepayan Sarkar","seq","package:base"
"15134","Deepayan Sarkar","seq_along","package:base"
"15135","Deepayan Sarkar","sum","package:base"
"15136","Deepayan Sarkar","unlist","package:base"
"15137","Deepayan Sarkar","names",".GlobalEnv"
"15138","Deepayan Sarkar","numeric","package:base"
"15139","Deepayan Sarkar","pmin","package:base"
"15140","Deepayan Sarkar","range","package:base"
"15141","Deepayan Sarkar","rep","package:base"
"15142","Deepayan Sarkar","return","package:base"
"15143","Deepayan Sarkar","sort","package:base"
"15144","Deepayan Sarkar","split","package:base"
"15145","Deepayan Sarkar","sqrt","package:base"
"15146","Deepayan Sarkar","setGeneric","package:methods"
"15147","Deepayan Sarkar","setMethod","package:methods"
"15148","Deepayan Sarkar","ranges",NA
"15149","Deepayan Sarkar","resize",NA
"15150","Deepayan Sarkar","seqlengths",NA
"15151","Deepayan Sarkar","seqnames",NA
"15152","Deepayan Sarkar","viewMaxs",NA
"15153","Deepayan Sarkar","viewSums",NA
"15154","Deepayan Sarkar","width",NA
"15155","Deepayan Sarkar","Rle",NA
"15156","Deepayan Sarkar","RleSumProd",NA
"15157","Deepayan Sarkar","runLength",NA
"15158","Deepayan Sarkar","runValue",NA
"15159","Deepayan Sarkar","shiftApply",NA
"15160","Deepayan Sarkar","strand",NA
"15161","Deepayan Sarkar","subseq",NA
"15162","Deepayan Sarkar","standardGeneric","package:base"
"15163","Deepayan Sarkar","stop","package:base"
"15164","Deepayan Sarkar","stopifnot","package:base"
"15165","Deepayan Sarkar","switch","package:base"
"15166","Deepayan Sarkar","table","package:base"
"15167","Deepayan Sarkar","tapply","package:base"
"15168","Deepayan Sarkar","unique","package:base"
"15169","Deepayan Sarkar","which.max","package:base"
"15170","Deepayan Sarkar","which.min","package:base"
"15171","Deepayan Sarkar","with","package:base"
"15172","Deepayan Sarkar","end","package:stats"
"15173","Deepayan Sarkar","weighted.mean","package:stats"
"15174","Deepayan Sarkar","tail","package:utils"
"15175","Deepayan Sarkar","intersect","package:base"
"15176","Deepayan Sarkar","union","package:base"
"15177","Deepayan Sarkar","slice",NA
"15178","Peter Humburg",".Call","package:base"
"15179","Peter Humburg","all.equal","package:base"
"15180","Peter Humburg","any","package:base"
"15181","Peter Humburg",".headTail",NA
"15182","Peter Humburg",".noOverlap",NA
"15183","Peter Humburg","apply","package:base"
"15184","Peter Humburg","as.character","package:base"
"15185","Peter Humburg","as.data.frame","package:base"
"15186","Peter Humburg","as.integer","package:base"
"15187","Peter Humburg","as.numeric","package:base"
"15188","Peter Humburg","as.vector","package:base"
"15189","Peter Humburg","setGeneric","package:methods"
"15190","Peter Humburg","window","package:stats"
"15191","Peter Humburg","standardGeneric","package:base"
"15192","Peter Humburg",".nucFreq",NA
"15193","Peter Humburg",".oneWayTest",NA
"15194","Peter Humburg",".plotBind",NA
"15195","Peter Humburg",".twoWayTest",NA
"15196","Peter Humburg","align",NA
"15197","Peter Humburg","c","package:base"
"15198","Peter Humburg","cat","package:base"
"15199","Peter Humburg","ceiling","package:base"
"15200","Peter Humburg","character","package:base"
"15201","Peter Humburg","class","package:base"
"15202","Peter Humburg","colnames","package:base"
"15203","Peter Humburg","colSums","package:base"
"15204","Peter Humburg","cumsum","package:base"
"15205","Peter Humburg","data.frame","package:base"
"15206","Peter Humburg","diff","package:base"
"15207","Peter Humburg","expand.grid","package:base"
"15208","Peter Humburg","floor","package:base"
"15209","Peter Humburg","I","package:base"
"15210","Peter Humburg","identical","package:base"
"15211","Peter Humburg","ifelse","package:base"
"15212","Peter Humburg","invisible","package:base"
"15213","Peter Humburg","is.finite","package:base"
"15214","Peter Humburg","is.list","package:base"
"15215","Peter Humburg","is.matrix","package:base"
"15216","Peter Humburg","is.na","package:base"
"15217","Peter Humburg","is.null","package:base"
"15218","Peter Humburg","isTRUE","package:base"
"15219","Peter Humburg","lapply","package:base"
"15220","Peter Humburg","length","package:base"
"15221","Peter Humburg","levels","package:base"
"15222","Peter Humburg","list","package:base"
"15223","Peter Humburg","log","package:base"
"15224","Peter Humburg","as","package:methods"
"15225","Peter Humburg","is","package:methods"
"15226","Peter Humburg","allWords",NA
"15227","Peter Humburg","binding",NA
"15228","Peter Humburg","callBindingSites",NA
"15229","Peter Humburg","chrLength",NA
"15230","Peter Humburg","cutoff",NA
"15231","Peter Humburg","decompress",NA
"15232","Peter Humburg","divPalette",NA
"15233","Peter Humburg","elementNROWS",NA
"15234","Peter Humburg","getBindCor",NA
"15235","Peter Humburg","hilbertImage",NA
"15236","Peter Humburg","method",NA
"15237","Peter Humburg","mid",NA
"15238","Peter Humburg","mkAllStrings",NA
"15239","Peter Humburg","peaks",NA
"15240","Peter Humburg","ranges",NA
"15241","Peter Humburg","RleList",NA
"15242","Peter Humburg","runLength",NA
"15243","Peter Humburg","runValue",NA
"15244","Peter Humburg","score",NA
"15245","Peter Humburg","seqPalette",NA
"15246","Peter Humburg","slidingViews",NA
"15247","Peter Humburg","support",NA
"15248","Peter Humburg","viewApply",NA
"15249","Peter Humburg","mapply","package:base"
"15250","Peter Humburg","match.arg","package:base"
"15251","Peter Humburg","matrix","package:base"
"15252","Peter Humburg","max","package:base"
"15253","Peter Humburg","message","package:base"
"15254","Peter Humburg","min","package:base"
"15255","Peter Humburg","missing","package:base"
"15256","Peter Humburg","names",".GlobalEnv"
"15257","Peter Humburg","nchar","package:base"
"15258","Peter Humburg","ncol","package:base"
"15259","Peter Humburg","nrow","package:base"
"15260","Peter Humburg","numeric","package:base"
"15261","Peter Humburg","paste","package:base"
"15262","Peter Humburg","pretty","package:base"
"15263","Peter Humburg","range","package:base"
"15264","Peter Humburg","Recall","package:base"
"15265","Peter Humburg","rep","package:base"
"15266","Peter Humburg","return","package:base"
"15267","Peter Humburg","rev","package:base"
"15268","Peter Humburg","round","package:base"
"15269","Peter Humburg","rownames","package:base"
"15270","Peter Humburg","col2rgb","package:grDevices"
"15271","Peter Humburg","rgb","package:grDevices"
"15272","Peter Humburg","dnorm","package:stats"
"15273","Peter Humburg","median","package:stats"
"15274","Peter Humburg","optimize","package:stats"
"15275","Peter Humburg","p.adjust","package:stats"
"15276","Peter Humburg","pchisq","package:stats"
"15277","Peter Humburg","pnorm","package:stats"
"15278","Peter Humburg","abline","package:graphics"
"15279","Peter Humburg","axis","package:graphics"
"15280","Peter Humburg","grconvertY","package:graphics"
"15281","Peter Humburg","image","package:graphics"
"15282","Peter Humburg","layout","package:graphics"
"15283","Peter Humburg","legend","package:graphics"
"15284","Peter Humburg","lines","package:graphics"
"15285","Peter Humburg","matplot","package:graphics"
"15286","Peter Humburg","mtext","package:graphics"
"15287","Peter Humburg","par","package:graphics"
"15288","Peter Humburg","plot","package:graphics"
"15289","Peter Humburg","pdf","package:grDevices"
"15290","Peter Humburg","show","package:methods"
"15291","Peter Humburg","slotNames","package:methods"
"15292","Peter Humburg","head","package:utils"
"15293","Peter Humburg","tail","package:utils"
"15294","Peter Humburg","quantile","package:stats"
"15295","Peter Humburg","smooth.spline","package:stats"
"15296","Peter Humburg","start","package:stats"
"15297","Peter Humburg","Views",NA
"15298","Peter Humburg","viewWhichMaxs",NA
"15299","Peter Humburg","width",NA
"15300","Peter Humburg","writeXStringSet",NA
"15301","Peter Humburg","rowSums","package:base"
"15302","Peter Humburg","sample","package:base"
"15303","Peter Humburg","sapply","package:base"
"15304","Peter Humburg","seq","package:base"
"15305","Peter Humburg","sign","package:base"
"15306","Peter Humburg","sqrt","package:base"
"15307","Peter Humburg","stopifnot","package:base"
"15308","Peter Humburg","subset","package:base"
"15309","Peter Humburg","substr","package:base"
"15310","Peter Humburg","sum","package:base"
"15311","Peter Humburg","t","package:base"
"15312","Peter Humburg","table","package:base"
"15313","Peter Humburg","toString","package:base"
"15314","Peter Humburg","typeof","package:base"
"15315","Peter Humburg","unlist","package:base"
"15316","Peter Humburg","vector","package:base"
"15317","Peter Humburg","warning","package:base"
"15318","Peter Humburg","which","package:base"
"15319","Peter Humburg","which.max","package:base"
"15320","Peter Humburg","rect","package:graphics"
"15321","Peter Humburg","title","package:graphics"
"15322","Nicolas Descostes","message","package:base"
"15323","Nicolas Descostes","return","package:base"
"15324","Nicolas Descostes","stop","package:base"
"15325","Nicolas Descostes","combn","package:utils"
"15326","Nicolas Descostes","estimateScalingFactors",NA
"15327","Nicolas Descostes","exportBigWigs",NA
"15328","Nicolas Descostes","file.exists","package:base"
"15329","Nicolas Descostes","grep","package:base"
"15330","Nicolas Descostes","is.null","package:base"
"15331","Nicolas Descostes","isTRUE","package:base"
"15332","Nicolas Descostes","lapply","package:base"
"15333","Nicolas Descostes","length","package:base"
"15334","Nicolas Descostes","setMethod","package:methods"
"15335","Nicolas Descostes","extractBinding",NA
"15336","Nicolas Descostes","inputSubtraction",NA
"15337","Nicolas Descostes","scaling",NA
"15338","Nicolas Descostes","spikeDataset",NA
"15339","Nicolas Descostes","bigWigFile",NA
"15340","Nicolas Descostes","paste0","package:base"
"15341","Nicolas Descostes","strsplit","package:base"
"15342","Nicolas Descostes","list","package:base"
"15343","Nicolas Descostes","mapply","package:base"
"15344","Nicolas Descostes","names",".GlobalEnv"
"15345","Nicolas Descostes","ncol","package:base"
"15346","Nicolas Descostes","nrow","package:base"
"15347","Nicolas Descostes","paste","package:base"
"15348","Nicolas Descostes","rep","package:base"
"15349","Nicolas Descostes","round","package:base"
"15350","Nicolas Descostes","scale","package:base"
"15351","Nicolas Descostes","seq","package:base"
"15352","Nicolas Descostes","seq_len","package:base"
"15353","Nicolas Descostes","split","package:base"
"15354","Nicolas Descostes","sum","package:base"
"15355","Nicolas Descostes","switch","package:base"
"15356","Nicolas Descostes","callNextMethod","package:methods"
"15357","Nicolas Descostes","setReplaceMethod","package:methods"
"15358","Nicolas Descostes","datasetList",NA
"15359","Nicolas Descostes","experimentList",NA
"15360","Nicolas Descostes","export",NA
"15361","Nicolas Descostes","getBigWigFile",NA
"15362","Nicolas Descostes","getDatasetList",NA
"15363","Nicolas Descostes","getExogenousScalingFactor",NA
"15364","Nicolas Descostes","getExperimentList",NA
"15365","Nicolas Descostes","getExpName",NA
"15366","Nicolas Descostes","getLoadedData",NA
"15367","Nicolas Descostes","getScalingFactor",NA
"15368","Nicolas Descostes","import",NA
"15369","Nicolas Descostes","loadedData",NA
"15370","Nicolas Descostes","score",NA
"15371","Nicolas Descostes","str_sub",NA
"15372","Nicolas Descostes","getMatBindingValues",NA
"15373","Nicolas Descostes","ggplot",NA
"15374","Nicolas Descostes","heatscatter",NA
"15375","Nicolas Descostes","labs",NA
"15376","Nicolas Descostes","ntracks",NA
"15377","Nicolas Descostes","unique","package:base"
"15378","Nicolas Descostes","unlist","package:base"
"15379","Nicolas Descostes","vapply","package:base"
"15380","Nicolas Descostes","vector","package:base"
"15381","Nicolas Descostes","which","package:base"
"15382","Nicolas Descostes","boxplot.stats","package:grDevices"
"15383","Nicolas Descostes","dev.new","package:grDevices"
"15384","Nicolas Descostes","complete.cases","package:stats"
"15385","Nicolas Descostes","cor","package:stats"
"15386","Nicolas Descostes","boxplot.matrix","package:graphics"
"15387","Nicolas Descostes","legend","package:graphics"
"15388","Nicolas Descostes","par","package:graphics"
"15389","Nicolas Descostes","plot.new","package:graphics"
"15390","Nicolas Descostes","rainbow","package:grDevices"
"15391","Nicolas Descostes","validObject","package:methods"
"15392","Nicolas Descostes","globalVariables","package:utils"
"15393","Nicolas Descostes","read.csv","package:utils"
"15394","Nicolas Descostes","read.table","package:utils"
"15395","Nicolas Descostes","count",NA
"15396","Nicolas Descostes","plotAverage",NA
"15397","Nicolas Descostes","plotHeatmap",NA
"15398","Nicolas Descostes","plotTransform",NA
"15399","Nicolas Descostes","position_jitter",NA
"15400","Nicolas Descostes","scale_colour_manual",NA
"15401","Nicolas Descostes","scale_fill_manual",NA
"15402","Nicolas Descostes","stat_summary",NA
"15403","Nicolas Descostes","theme",NA
"15404","Nicolas Descostes","theme_classic",NA
"15405","Peter Humburg","all","package:base"
"15406","Peter Humburg","bindLocDens",NA
"15407","Peter Humburg","countLines",NA
"15408","Peter Humburg","as.call","package:base"
"15409","Peter Humburg","as.name","package:base"
"15410","Peter Humburg","as.raw","package:base"
"15411","Peter Humburg","decodeQuality",NA
"15412","Peter Humburg","defaultControl",NA
"15413","Peter Humburg","defaultErrorProb",NA
"15414","Peter Humburg","defaultFunctions",NA
"15415","Peter Humburg","defaultGenerator",NA
"15416","Peter Humburg","cbind","package:base"
"15417","Peter Humburg","charToRaw","package:base"
"15418","Peter Humburg","close","package:base"
"15419","Peter Humburg","difftime","package:base"
"15420","Peter Humburg","do.call","package:base"
"15421","Peter Humburg","eval","package:base"
"15422","Peter Humburg","file","package:base"
"15423","Peter Humburg","file.access","package:base"
"15424","Peter Humburg","file.create","package:base"
"15425","Peter Humburg","file.exists","package:base"
"15426","Peter Humburg","formals","package:base"
"15427","Peter Humburg","getOption","package:base"
"15428","Peter Humburg","gsub","package:base"
"15429","Peter Humburg","inherits","package:base"
"15430","Peter Humburg","is.character","package:base"
"15431","Peter Humburg","is.function","package:base"
"15432","Peter Humburg","defaultInit",NA
"15433","Peter Humburg","defaultLastFeat",NA
"15434","Peter Humburg","defaultTransition",NA
"15435","Peter Humburg","DNAStringSet",NA
"15436","Peter Humburg","encodeQuality",NA
"15437","Peter Humburg","errorFun",NA
"15438","Peter Humburg","fragment",NA
"15439","Peter Humburg","indNuc",NA
"15440","Peter Humburg","joinRegion",NA
"15441","Peter Humburg","makeFeatures",NA
"15442","Peter Humburg","noNuc",NA
"15443","Peter Humburg","phaseNuc",NA
"15444","Peter Humburg","pos2fastq",NA
"15445","Peter Humburg","quality",NA
"15446","Peter Humburg","qualityFun",NA
"15447","Peter Humburg","readDNAStringSet",NA
"15448","Peter Humburg","readFastq",NA
"15449","Peter Humburg","readSequence",NA
"15450","Peter Humburg","reconcileFeatures",NA
"15451","Peter Humburg","reconcileFeatures.SimulatedExperiment",NA
"15452","Peter Humburg","reverseComplement",NA
"15453","Peter Humburg","stable",NA
"15454","Peter Humburg","subseq",NA
"15455","Peter Humburg","is.name","package:base"
"15456","Peter Humburg","load","package:base"
"15457","Peter Humburg","logical","package:base"
"15458","Peter Humburg","match.fun","package:base"
"15459","Peter Humburg","convolve","package:stats"
"15460","Peter Humburg","dbeta","package:stats"
"15461","Peter Humburg","dgamma","package:stats"
"15462","Peter Humburg","dist","package:stats"
"15463","Peter Humburg","dnbinom","package:stats"
"15464","Peter Humburg","hist","package:graphics"
"15465","Peter Humburg","relist","package:utils"
"15466","Peter Humburg","str","package:utils"
"15467","Peter Humburg","fft","package:stats"
"15468","Peter Humburg","nextn","package:stats"
"15469","Peter Humburg","pnbinom","package:stats"
"15470","Peter Humburg","runif","package:stats"
"15471","Peter Humburg","writeFASTQ",NA
"15472","Peter Humburg","open","package:base"
"15473","Peter Humburg","options","package:base"
"15474","Peter Humburg","rawToChar","package:base"
"15475","Peter Humburg","Re","package:base"
"15476","Peter Humburg","readLines","package:base"
"15477","Peter Humburg","save","package:base"
"15478","Peter Humburg","sort","package:base"
"15479","Peter Humburg","stop","package:base"
"15480","Peter Humburg","switch","package:base"
"15481","Peter Humburg","Sys.glob","package:base"
"15482","Peter Humburg","Sys.time","package:base"
"15483","Peter Humburg","try","package:base"
"15484","Peter Humburg","unique","package:base"
"15485","Peter Humburg","units","package:base"
"15486","Peter Humburg","UseMethod","package:base"
"15487","Peter Humburg","writeLines","package:base"
"15488","George Wu","apply","package:base"
"15489","George Wu","c","package:base"
"15490","George Wu","colnames","package:base"
"15491","George Wu","attach.big.matrix",NA
"15492","George Wu","colsum",NA
"15493","George Wu","length","package:base"
"15494","George Wu","list","package:base"
"15495","George Wu","max","package:base"
"15496","George Wu","names",".GlobalEnv"
"15497","George Wu","ncol","package:base"
"15498","George Wu","nrow","package:base"
"15499","George Wu","exprs",NA
"15500","George Wu","filebacked.big.matrix",NA
"15501","George Wu","frma",NA
"15502","George Wu","getGEO",NA
"15503","George Wu","getGEOSuppFiles",NA
"15504","George Wu","paste","package:base"
"15505","George Wu","return","package:base"
"15506","George Wu","rownames","package:base"
"15507","George Wu","scale","package:base"
"15508","George Wu","seq","package:base"
"15509","George Wu","t","package:base"
"15510","George Wu","table","package:base"
"15511","George Wu","which","package:base"
"15512","George Wu","Meta",NA
"15513","George Wu","ReadAffy",NA
"15514","George Wu","cor","package:stats"
"15515","George Wu","quantile","package:stats"
"15516","Hin-Tak Leung","library.dynam","package:base"
"15517","Hin-Tak Leung","library.dynam.unload","package:base"
"15518","Hin-Tak Leung","is.na","package:base"
"15519","Hin-Tak Leung",".forceHom",NA
"15520","Hin-Tak Leung",".guessSex",NA
"15521","Hin-Tak Leung","list","package:base"
"15522","Hin-Tak Leung","mean","package:base"
"15523","Hin-Tak Leung","readLines","package:base"
"15524","Hin-Tak Leung","seq","package:base"
"15525","Hin-Tak Leung","stop","package:base"
"15526","Hin-Tak Leung","strsplit","package:base"
"15527","Hin-Tak Leung","is","package:methods"
"15528","Hin-Tak Leung",".Call","package:base"
"15529","Hin-Tak Leung","row.summary",NA
"15530","Hin-Tak Leung","strata",NA
"15531","Hin-Tak Leung","untangle.specials",NA
"15532","Hin-Tak Leung","sub","package:base"
"15533","Hin-Tak Leung","unlist","package:base"
"15534","Hin-Tak Leung","colnames","package:base"
"15535","Hin-Tak Leung","dim","package:base"
"15536","Hin-Tak Leung","dimnames","package:base"
"15537","Hin-Tak Leung","ifelse","package:base"
"15538","Hin-Tak Leung","is.matrix","package:base"
"15539","Hin-Tak Leung","is.null","package:base"
"15540","Hin-Tak Leung","length","package:base"
"15541","Hin-Tak Leung","match","package:base"
"15542","Hin-Tak Leung","matrix","package:base"
"15543","Hin-Tak Leung","missing","package:base"
"15544","Hin-Tak Leung","mode","package:base"
"15545","Hin-Tak Leung","names",".GlobalEnv"
"15546","Hin-Tak Leung","ncol","package:base"
"15547","Hin-Tak Leung","nrow","package:base"
"15548","Hin-Tak Leung","print","package:base"
"15549","Hin-Tak Leung","rep","package:base"
"15550","Hin-Tak Leung","return","package:base"
"15551","Hin-Tak Leung","rownames","package:base"
"15552","Hin-Tak Leung","sum","package:base"
"15553","Hin-Tak Leung","unclass","package:base"
"15554","Hin-Tak Leung","warning","package:base"
"15555","Hin-Tak Leung","as","package:methods"
"15556","Hin-Tak Leung","callNextMethod","package:methods"
"15557","Hin-Tak Leung","sys.parent","package:base"
"15558","Hin-Tak Leung","tolower","package:base"
"15559","Hin-Tak Leung","pchisq","package:stats"
"15560","Hin-Tak Leung","qbeta","package:stats"
"15561","Hin-Tak Leung","qchisq","package:stats"
"15562","Hin-Tak Leung","model.weights","package:stats"
"15563","Hin-Tak Leung","terms","package:stats"
"15564","Hin-Tak Leung","abline","package:graphics"
"15565","Hin-Tak Leung","legend","package:graphics"
"15566","Hin-Tak Leung","plot","package:graphics"
"15567","Hin-Tak Leung","points","package:graphics"
"15568","Hin-Tak Leung","polygon","package:graphics"
"15569","Hin-Tak Leung","new","package:methods"
"15570","Hin-Tak Leung","intersect","package:base"
"15571","Hin-Tak Leung","representation","package:methods"
"15572","Hin-Tak Leung","setAs","package:methods"
"15573","Hin-Tak Leung","setClass","package:methods"
"15574","Hin-Tak Leung","setGeneric","package:methods"
"15575","Hin-Tak Leung","download.file","package:utils"
"15576","Hin-Tak Leung","read.table","package:utils"
"15577","Hin-Tak Leung","setMethod","package:methods"
"15578","Hin-Tak Leung","setOldClass","package:methods"
"15579","Hin-Tak Leung","signature","package:methods"
"15580","Hin-Tak Leung","slot","package:methods"
"15581","Oscar Reina","as.matrix","package:base"
"15582","Oscar Reina","by","package:base"
"15583","Oscar Reina","c","package:base"
"15584","Oscar Reina","tail","package:utils"
"15585","Oscar Reina","procrustes",NA
"15586","Oscar Reina","stress",NA
"15587","Oscar Reina","cat","package:base"
"15588","Oscar Reina","col","package:base"
"15589","Oscar Reina","diag","package:base"
"15590","Oscar Reina","do.call","package:base"
"15591","Oscar Reina","gsub","package:base"
"15592","Oscar Reina","ifelse","package:base"
"15593","Oscar Reina","var","package:stats"
"15594","Oscar Reina","isoMDS",NA
"15595","Oscar Reina","mclapply",NA
"15596","Oscar Reina","mergeMDS",NA
"15597","Oscar Reina","splitDistGPS",NA
"15598","Oscar Reina","splitMDS",NA
"15599","Oscar Reina","is.na","package:base"
"15600","Oscar Reina","length","package:base"
"15601","Oscar Reina","list","package:base"
"15602","Oscar Reina","matrix","package:base"
"15603","Oscar Reina","ncol","package:base"
"15604","Oscar Reina","nrow","package:base"
"15605","Oscar Reina","order","package:base"
"15606","Oscar Reina","paste","package:base"
"15607","Oscar Reina","return","package:base"
"15608","Oscar Reina","rev","package:base"
"15609","Oscar Reina","row","package:base"
"15610","Oscar Reina","rownames","package:base"
"15611","Oscar Reina","sapply","package:base"
"15612","Oscar Reina","standardGeneric","package:base"
"15613","Oscar Reina","stop","package:base"
"15614","Oscar Reina","strsplit","package:base"
"15615","Oscar Reina","sub","package:base"
"15616","Oscar Reina","sum","package:base"
"15617","Oscar Reina","svd","package:base"
"15618","Oscar Reina","t","package:base"
"15619","Oscar Reina","tapply","package:base"
"15620","Oscar Reina","unique","package:base"
"15621","Oscar Reina","unlist","package:base"
"15622","Oscar Reina","upper.tri","package:base"
"15623","Oscar Reina","which.max","package:base"
"15624","Oscar Reina","new","package:methods"
"15625","Oscar Reina","setGeneric","package:methods"
"15626","Oscar Reina","targetf",NA
"15627","Oscar Reina","Rle",NA
"15628","Oscar Reina","RleList",NA
"15629","Oscar Reina","uniqueCount",NA
"15630","Oscar Reina","width",NA
"15631","Oscar Reina","summary","package:base"
"15632","Oscar Reina","warning","package:base"
"15633","Oscar Reina","which","package:base"
"15634","Oscar Reina","sqrt","package:base"
"15635","Oscar Reina","table","package:base"
"15636","Oscar Reina","vector","package:base"
"15637","Oscar Reina","colors","package:grDevices"
"15638","Oscar Reina","terrain.colors","package:grDevices"
"15639","Oscar Reina","cor","package:stats"
"15640","Oscar Reina","dist","package:stats"
"15641","Oscar Reina","coef","package:stats"
"15642","Oscar Reina","fitted","package:stats"
"15643","Oscar Reina","arrows","package:graphics"
"15644","Oscar Reina","plot","package:graphics"
"15645","Oscar Reina","text","package:graphics"
"15646","Oscar Reina","points","package:graphics"
"15647","Oscar Reina","rainbow","package:grDevices"
"15648","Oscar Reina","setMethod","package:methods"
"15649","Oscar Reina","setdiff","package:base"
"15650","Oscar Reina","boxplot","package:graphics"
"15651","Oscar Reina","geneSetGPS",NA
"15652","Oscar Reina","signature","package:methods"
"15653","Oscar Reina","slotNames","package:methods"
"15654","Oscar Reina","setOldClass","package:methods"
"15655","Oscar Reina","download.file","package:utils"
"15656","Oscar Reina","read.csv","package:utils"
"15657","Oscar Reina","intersect","package:base"
"15658","Oscar Reina","lm","package:stats"
"15659","Oscar Reina","which.min","package:base"
"15660","Jan Janecka","append","package:base"
"15661","Jan Janecka","c","package:base"
"15662","Jan Janecka","close","package:base"
"15663","Jan Janecka","chromDraw",NA
"15664","Jan Janecka","convertInputColors",NA
"15665","Jan Janecka","file","package:base"
"15666","Jan Janecka","file.path","package:base"
"15667","Jan Janecka","getwd","package:base"
"15668","Jan Janecka","length","package:base"
"15669","Jan Janecka","missing","package:base"
"15670","Jan Janecka","names",".GlobalEnv"
"15671","Jan Janecka",".Call","package:base"
"15672","Jan Janecka","convertInputData",NA
"15673","Jan Janecka","mcols",NA
"15674","Jan Janecka","ranges",NA
"15675","Jan Janecka","seqnames",NA
"15676","Jan Janecka","options","package:base"
"15677","Jan Janecka","paste","package:base"
"15678","Jan Janecka","split","package:base"
"15679","Jan Janecka","writeLines","package:base"
"15680","Jan Janecka","end","package:stats"
"15681","Jan Janecka","start","package:stats"
"15682","Tim F.","as.character","package:base"
"15683","Tim F.","as.numeric","package:base"
"15684","Tim F.","c","package:base"
"15685","Tim F.","data","package:utils"
"15686","Tim F.","calculateCytoband",NA
"15687","Tim F.","calculateLimits",NA
"15688","Tim F.","ceiling","package:base"
"15689","Tim F.","grep","package:base"
"15690","Tim F.","inherits","package:base"
"15691","Tim F.","is.null","package:base"
"15692","Tim F.","lapply","package:base"
"15693","Tim F.","length","package:base"
"15694","Tim F.","new","package:methods"
"15695","Tim F.","na.omit","package:stats"
"15696","Tim F.","chrHeatMap",NA
"15697","Tim F.","createChrMatrix",NA
"15698","Tim F.","getAnnMap",NA
"15699","Tim F.","paintCytobands",NA
"15700","Tim F.","track",NA
"15701","Tim F.","list","package:base"
"15702","Tim F.","max","package:base"
"15703","Tim F.","message","package:base"
"15704","Tim F.","min","package:base"
"15705","Tim F.","missing","package:base"
"15706","Tim F.","names",".GlobalEnv"
"15707","Tim F.","nchar","package:base"
"15708","Tim F.","nrow","package:base"
"15709","Tim F.","order","package:base"
"15710","Tim F.","paste","package:base"
"15711","Tim F.","require","package:base"
"15712","Tim F.","return","package:base"
"15713","Tim F.","rm","package:base"
